,Year,Month,Day,State,Latitude,Longitude,Suburb
18662,2017,12,15,New South Wales,-28.612505,153.401871,Upper Coopers Creek
18663,2004,7,1,New South Wales,-28.83295,153.177453,Caniaba
18664,1994,10,27,New South Wales,-28.788765,153.563582,Kinvara
18665,1992,4,7,New South Wales,-28.656789,153.355142,Dorroughby
18666,2004,7,1,New South Wales,-28.809751,153.381611,Lindendale
18667,2005,9,10,New South Wales,-29.448132,153.334145,Wooloweyah
18668,2018,1,18,New South Wales,-28.444693,153.19342,Mebbin
18669,1994,12,2,New South Wales,-28.317606,153.260164,Zara
18670,2020,3,22,New South Wales,-29.0771,153.024,Ellangowan (NSW)
18671,2009,3,17,New South Wales,-29.465018,153.291916,Palmers Island
18672,2004,7,1,New South Wales,-28.437603,153.277391,Byrrill Creek
18673,2004,7,1,New South Wales,-28.58513,153.543295,Tyagarah
18674,2015,2,19,New South Wales,-28.40533,153.1266,Pumpenbil
18675,1980,1,1,New South Wales,-33.225159,151.211682,Kulnura
18676,2004,7,1,New South Wales,-28.566094,153.427058,Wilsons Creek
18677,1980,1,1,New South Wales,-28.716357,153.499871,Binna Burra (NSW)
18678,1994,12,14,New South Wales,-28.824763,153.588374,Skennars Head
18679,2004,7,1,New South Wales,-28.927623,153.320474,Tucki Tucki
18680,2013,9,16,New South Wales,-29.47928,153.3631,Angourie
18681,2004,7,1,New South Wales,-28.71455,153.532469,Newrybar
18682,2004,7,1,New South Wales,-28.727716,153.301626,Modanville
18683,1994,12,1,New South Wales,-28.349348,153.164837,Tyalgum Creek
18684,2004,7,1,New South Wales,-28.335406,153.567447,Bogangar
18685,2014,2,25,New South Wales,-29.35865,153.2412,Mororo
18686,2004,7,1,New South Wales,-28.465919,153.254191,Kunghur
18687,2010,2,6,New South Wales,-28.433363,153.127797,Border Ranges
18688,2013,12,17,New South Wales,-29.4789,153.3635,Angourie
18689,1980,1,1,New South Wales,-29.434954,153.353532,Yamba (NSW)
18690,1980,1,1,New South Wales,-28.637177,153.232145,Coffee Camp
18691,2004,7,1,New South Wales,-28.933839,153.317841,Tucki Tucki
18692,2004,7,1,New South Wales,-28.884108,153.239319,South Gundurimba
18693,2004,7,1,New South Wales,-28.886489,153.474291,Pimlico (NSW)
18694,2015,2,18,New South Wales,-28.40389,153.118,Pumpenbil
18695,2004,7,1,New South Wales,-28.426063,153.338067,Uki
18696,2008,2,1,New South Wales,-28.590266,153.515421,Myocum
18697,2023,3,16,New South Wales,-28.3511,153.3258,Eungella (NSW)
18698,2007,2,1,New South Wales,-28.590266,153.515421,Myocum
18699,2015,3,26,New South Wales,-28.4373,153.1393,Border Ranges
18700,1980,1,1,New South Wales,-28.581323,153.449306,Wilsons Creek
18701,1994,10,26,New South Wales,-28.628938,153.579094,Byron Bay
18702,2023,5,1,New South Wales,-28.3511,153.3316,Eungella (NSW)
18703,2004,7,1,New South Wales,-28.335049,153.485237,Clothiers Creek
18704,2019,12,27,New South Wales,-28.7983,153.299,Lismore Heights
18705,2013,12,13,New South Wales,-29.34428,153.2276,Mororo
18706,2015,4,11,New South Wales,-28.41288,153.0226,Border Ranges
18707,2004,7,1,New South Wales,-28.502594,153.546663,New Brighton
18708,2004,7,1,New South Wales,-28.471719,153.544996,Wooyung
18709,2004,7,1,New South Wales,-28.255775,153.497193,North Tumbulgum
18710,2004,7,1,New South Wales,-28.42523,153.363052,Smiths Creek (Tweed - NSW)
18711,2004,7,1,New South Wales,-28.580371,153.500822,Myocum
18712,2004,7,1,New South Wales,-28.634266,153.415161,Goonengerry
18713,2013,12,17,New South Wales,-29.57458,153.3212,Brooms Head
18714,2015,4,1,New South Wales,-28.43355,153.1356,Mebbin
18715,2015,1,15,New South Wales,-28.37725,153.1081,Pumpenbil
18716,2009,3,6,New South Wales,-29.389381,153.227072,Warregah Island
18717,1994,11,4,New South Wales,-28.166213,153.494077,Cobaki Lakes
18718,2004,7,1,New South Wales,-28.839018,153.388036,Lindendale
18719,2009,4,30,New South Wales,-29.441321,153.273288,Palmers Island
18720,2020,11,13,New South Wales,-28.308109,153.340094,Nobbys Creek
18721,2015,3,26,New South Wales,-28.4385,153.1438,Mebbin
18722,2009,2,19,New South Wales,-29.598952,153.328695,Brooms Head
18723,2004,7,1,New South Wales,-28.932055,153.421824,Meerschaum Vale
18724,1997,11,5,New South Wales,-33.852907,151.077082,Sydney Olympic Park
18725,2014,1,15,New South Wales,-28.43871,153.1436,Border Ranges
18726,2020,10,27,New South Wales,-28.7985,153.299,Lismore Heights
18727,2023,3,15,New South Wales,-28.3511,153.3258,Eungella (NSW)
18728,2015,3,26,New South Wales,-28.43704,153.1427,Mebbin
18729,2018,3,13,New South Wales,-29.157288,153.214057,Bungawalbin
18730,1994,12,7,New South Wales,-29.454656,153.358916,Angourie
18731,2004,7,1,New South Wales,-28.343377,153.484404,Clothiers Creek
18732,2004,7,1,New South Wales,-28.869832,153.118561,Irvington
18733,2014,2,23,New South Wales,-29.47928,153.3627,Angourie
18734,2004,7,1,New South Wales,-28.403934,153.337353,Uki
18735,1994,10,27,New South Wales,-28.778714,153.592213,Lennox Head
18736,2018,11,22,New South Wales,-28.2783,153.578,Kingscliff
18737,1994,12,13,New South Wales,-28.743623,153.566412,Newrybar
18738,2004,7,1,New South Wales,-28.270327,153.24384,Numinbah
18739,2014,1,21,New South Wales,-28.64776,153.5501,Ewingsdale
18740,2004,7,1,New South Wales,-28.776232,153.535956,Knockrow
18741,2004,7,1,New South Wales,-28.59905,153.098693,Cawongla
18742,2015,3,31,New South Wales,-28.44099,153.1433,Border Ranges
18743,1998,4,6,New South Wales,-28.243562,153.566806,Kingscliff
18744,1991,3,1,New South Wales,-28.224631,153.560591,Fingal Head
18745,2015,3,17,New South Wales,-29.33105,153.2392,Mororo
18746,2015,3,23,New South Wales,-28.39429,153.1151,Border Ranges
18747,2023,6,4,New South Wales,-28.3455,153.3316,Eungella (NSW)
18748,2004,7,1,New South Wales,-28.213934,153.451686,Bilambil
18749,2022,10,13,New South Wales,-29.430868,153.354632,Yamba (NSW)
18750,2013,12,14,New South Wales,-29.10744,153.1675,Bora Ridge
18751,2017,2,20,New South Wales,-28.63416,153.3243,Whian Whian
18752,2015,4,13,New South Wales,-28.64119,153.3365,Whian Whian
18753,2009,5,12,New South Wales,-29.355859,153.269454,Woombah
18754,2013,12,13,New South Wales,-29.47925,153.3627,Angourie
18755,2013,9,10,New South Wales,-28.32789,153.3936,Murwillumbah
18756,2013,12,14,New South Wales,-29.12967,153.159,Bungawalbin
18757,2004,7,1,New South Wales,-28.563715,153.486307,Mullumbimby
18758,2013,12,14,New South Wales,-29.35857,153.2412,Mororo
18759,1996,1,3,New South Wales,-28.974813,153.406517,Bagotville
18760,2017,2,7,New South Wales,-28.56607,153.2877,Nimbin
18761,2020,3,8,New South Wales,-29.0774,153.025,Ellangowan (NSW)
18762,2015,3,31,New South Wales,-28.44291,153.1424,Border Ranges
18763,2017,2,9,New South Wales,-28.54108,153.2987,Nightcap
18764,2015,4,6,New South Wales,-29.34031,153.2512,Mororo
18765,2004,7,1,New South Wales,-28.799194,153.300457,Lismore Heights
18766,2020,11,5,New South Wales,-28.5338,153.443,Main Arm
18767,2018,1,17,New South Wales,-28.390539,153.322052,Mount Warning
18768,2006,3,1,New South Wales,-28.590266,153.515421,Myocum
18769,2004,7,1,New South Wales,-28.279369,153.461204,Tumbulgum
18770,2005,5,9,New South Wales,-28.646456,153.29398,Terania Creek
18771,2014,12,5,New South Wales,-28.65354,153.0111,Kyogle
18772,2015,3,17,New South Wales,-29.32379,153.2607,Mororo
18773,2020,2,13,New South Wales,-28.813621,153.332351,Goonellabah
18774,2015,3,26,New South Wales,-28.43769,153.1435,Mebbin
18775,2018,2,14,New South Wales,-29.340151,153.250992,Mororo
18776,2013,12,17,New South Wales,-29.47924,153.3629,Angourie
18777,1980,1,1,New South Wales,-28.898356,153.488841,Pimlico (NSW)
18778,2022,6,30,New South Wales,-28.645431,153.622013,Byron Bay
18779,2021,11,16,New South Wales,-28.386832,153.564809,Pottsville
18780,2021,4,3,New South Wales,-29.433221,153.340623,Yamba (NSW)
18781,2020,11,7,New South Wales,-28.808,153.582,Lennox Head
18782,2009,4,27,New South Wales,-29.344009,153.228125,Mororo
18783,1994,11,1,New South Wales,-28.196694,153.549237,Tweed Heads South
18784,2015,2,18,New South Wales,-28.46005,153.1399,Upper Horseshoe Creek
18785,2000,7,1,New South Wales,-28.760002,153.202354,Rock Valley
18786,2004,7,1,New South Wales,-28.933602,153.387083,Meerschaum Vale
18787,2009,4,29,New South Wales,-29.436425,153.310735,Micalo Island
18788,2009,3,26,New South Wales,-28.391757,152.720133,Dairy Flat
18789,2004,7,1,New South Wales,-28.667692,153.517916,Bangalow
18790,2009,4,30,New South Wales,-29.451621,153.267644,Palmers Island
18791,1994,11,1,New South Wales,-28.196694,153.549237,Tweed Heads South
18792,2003,2,1,New South Wales,-28.390568,152.882355,Findon Creek
18793,2018,1,18,New South Wales,-28.444477,153.193054,Mebbin
18794,2004,7,1,New South Wales,-28.884228,153.32498,Wyrallah
18795,2018,2,1,New South Wales,-28.619373,153.398376,Repentance Creek
18796,2004,7,1,New South Wales,-28.780721,153.332832,Richmond Hill (NSW)
18797,2017,12,12,New South Wales,-28.543385,153.491672,Mullumbimby
18798,2004,7,1,Queensland,-28.169892,153.518192,Bilinga
18799,2018,2,11,New South Wales,-28.456142,153.191315,Mebbin
18800,2010,11,5,New South Wales,-30.052863,145.946077,North Bourke
18801,2018,4,6,New South Wales,-28.389853,153.322739,Mount Warning
18802,2021,9,13,New South Wales,-28.352,153.261,Tyalgum
18803,2020,12,26,New South Wales,-28.7067,153.084,Larnook
18804,2015,3,24,New South Wales,-28.40247,153.1151,Pumpenbil
18805,2007,12,1,New South Wales,-28.437585,153.139934,Border Ranges
18806,2004,7,1,New South Wales,-28.309851,153.465375,Eviron
18807,2004,7,1,New South Wales,-28.442005,153.360434,Chowan Creek
18808,2004,7,1,New South Wales,-28.61987,153.1025,Cawongla
18809,2015,3,24,New South Wales,-28.43249,153.1331,Mebbin
18810,2004,7,1,New South Wales,-28.785718,153.201962,Leycester
18811,1980,1,1,New South Wales,-30.17698,153.183946,Emerald Beach
18812,2020,2,5,New South Wales,-29.443917,153.240877,James Creek
18813,2018,3,19,New South Wales,-28.456589,153.13652,Mebbin
18814,2004,7,1,New South Wales,-28.34992,153.353533,Byangum
18815,2016,12,21,New South Wales,-28.85071,153.596,East Ballina
18816,2021,2,24,New South Wales,-28.95947,152.78535,Upper Mongogarie
18817,2009,1,3,New South Wales,-29.596002,153.328634,Brooms Head
18818,2013,9,16,New South Wales,-29.47929,153.3626,Angourie
18819,2009,1,22,New South Wales,-29.389381,153.227072,Warregah Island
18820,2017,11,1,New South Wales,-28.446602,153.191528,Mebbin
18821,2015,3,12,New South Wales,-28.172718,153.504038,Tweed Heads West
18822,2006,1,19,New South Wales,-28.434938,153.023934,Warrazambil Creek
18823,1980,1,1,New South Wales,-28.739319,153.289288,Tullera
18824,2004,12,27,New South Wales,-28.975194,153.4291,Bagotville
18825,2017,12,19,New South Wales,-28.8827,153.043,Casino
18826,2013,9,17,New South Wales,-29.62845,153.3156,Brooms Head
18827,2008,6,23,New South Wales,-28.674038,153.593531,Byron Bay
18828,2004,7,1,New South Wales,-28.542752,153.484899,Mullumbimby
18829,1980,1,1,New South Wales,-28.625343,153.275844,Tuntable Creek
18830,2016,11,7,New South Wales,-28.1748,153.4753,Cobaki Lakes
18831,1996,2,20,New South Wales,-31.46741,152.873725,Port Macquarie
18832,2001,12,2,Queensland,-28.313276,152.867446,Running Creek (Qld)
18833,1980,1,1,New South Wales,-28.664538,153.529154,Bangalow
18834,2019,12,25,New South Wales,-28.8431,153.199,Caniaba
18835,2006,10,1,New South Wales,-28.590266,153.515421,Myocum
18836,2015,2,18,New South Wales,-28.4001,153.1123,Border Ranges
18837,2004,7,1,New South Wales,-28.838215,153.443113,Alstonville
18838,1994,5,31,New South Wales,-28.754389,153.581834,Broken Head
18839,2018,2,13,New South Wales,-29.340286,153.25145,Mororo
18840,2009,3,16,New South Wales,-29.478107,153.364156,Angourie
18841,2015,3,23,New South Wales,-28.40473,153.1225,Border Ranges
18842,2013,9,10,New South Wales,-28.38961,153.3239,Mount Warning
18843,2006,1,1,New South Wales,-28.590266,153.515421,Myocum
18844,2004,7,1,New South Wales,-28.7461,153.17317,Rock Valley
18845,2004,7,1,New South Wales,-28.52719,153.45585,Main Arm
18846,2019,11,15,New South Wales,-28.522504,153.323535,Doon Doon
18847,2004,7,1,New South Wales,-28.343466,153.559035,Round Mountain
18848,2009,2,20,New South Wales,-29.339783,153.213476,Mororo
18849,2008,12,2,New South Wales,-29.577132,153.335257,Yuraygir
18850,2009,4,27,New South Wales,-29.478107,153.364156,Angourie
18851,2007,1,2,New South Wales,-28.682886,153.60052,Suffolk Park
18852,2012,5,28,New South Wales,-28.59506,153.550738,Tyagarah
18853,2004,7,1,New South Wales,-28.546909,153.423981,Mullumbimby Creek
18854,2009,3,27,New South Wales,-29.336157,153.222311,Mororo
18855,2009,4,7,New South Wales,-29.383097,153.230882,Warregah Island
18856,1994,12,5,New South Wales,-28.334152,153.48261,Clothiers Creek
18857,2004,7,1,New South Wales,-28.893627,153.45466,Meerschaum Vale
18858,2009,3,6,New South Wales,-29.335417,153.223165,Mororo
18859,1980,1,1,New South Wales,-28.8058,153.21721,Tuncester
18860,2009,4,16,New South Wales,-29.355859,153.269454,Woombah
18861,2011,2,18,New South Wales,-28.388481,153.09656,Border Ranges
18862,2010,5,25,New South Wales,-33.811816,151.299912,Manly (NSW)
18863,2015,1,7,New South Wales,-29.31685,153.2298,Mororo
18864,2015,2,18,New South Wales,-28.38101,153.1109,Border Ranges
18865,2004,7,1,New South Wales,-28.592982,153.454184,Montecollum
18866,2007,3,18,New South Wales,-28.437771,153.143498,Mebbin
18867,2019,7,17,New South Wales,-28.177618,153.520713,Tweed Heads West
18868,2014,11,6,New South Wales,-28.64097,153.3599,Dunoon
18869,2009,4,3,New South Wales,-29.438724,153.263074,Palmers Island
18870,2017,4,10,New South Wales,-28.229383,153.516803,Terranora
18871,2009,2,26,New South Wales,-29.578723,153.334555,Yuraygir
18872,2004,7,1,New South Wales,-29.229247,152.127395,Forest Land
18873,2009,4,8,New South Wales,-29.484888,153.359538,Angourie
18874,2004,7,1,New South Wales,-28.196802,153.488568,Bilambil Heights
18875,1980,1,1,New South Wales,-28.63962,153.632763,Byron Bay
18876,2004,7,1,New South Wales,-29.025687,153.43146,Broadwater (Richmond Valley - NSW)
18877,2004,7,1,New South Wales,-28.311968,153.329025,Crystal Creek (NSW)
18878,1994,10,27,New South Wales,-28.779617,153.592218,Lennox Head
18879,1980,1,1,New South Wales,-29.071786,153.365394,Woodburn (Richmond Valley - NSW)
18880,2004,7,1,New South Wales,-28.269137,153.268349,Numinbah
18881,2017,12,6,New South Wales,-28.20776,153.524366,Tweed Heads South
18882,2004,7,1,New South Wales,-28.545036,153.537941,Brunswick Heads
18883,2014,2,24,New South Wales,-29.34414,153.2276,Mororo
18884,2018,10,27,New South Wales,-28.2182,153.534,Banora Point
18885,2018,2,12,New South Wales,-29.340988,153.256882,Mororo
18886,2009,2,20,New South Wales,-29.33662,153.220465,Mororo
18887,2004,7,1,New South Wales,-28.789526,153.588743,Lennox Head
18888,2008,8,13,New South Wales,-29.736696,152.941525,South Grafton
18889,2008,1,26,New South Wales,-28.432798,153.133484,Border Ranges
18890,2013,1,20,New South Wales,-29.47418,153.3585,Angourie
18891,2019,2,7,New South Wales,-28.5816,153.25,Nimbin
18892,2009,4,3,New South Wales,-29.468336,153.301208,Palmers Channel
18893,2004,7,1,New South Wales,-28.820697,153.523665,Cumbalum
18894,1980,1,1,New South Wales,-28.711717,153.509031,Binna Burra (NSW)
18895,2004,7,1,New South Wales,-28.576445,153.426583,Wilsons Creek
18896,2018,2,12,New South Wales,-29.358274,153.281097,Woombah
18897,2018,1,18,New South Wales,-28.444918,153.194183,Mebbin
18898,2004,7,1,New South Wales,-28.600121,153.551028,Tyagarah
18899,2009,1,3,New South Wales,-29.593358,153.324759,Brooms Head
18900,2004,7,1,New South Wales,-28.688994,153.515337,Bangalow
18901,2015,4,1,New South Wales,-28.43914,153.144,Mebbin
18902,2015,2,19,New South Wales,-28.40509,153.1254,Border Ranges
18903,2004,7,1,New South Wales,-28.507321,153.180547,Mount Burrell
18904,2017,11,30,New South Wales,-29.340864,153.255676,Mororo
18905,2004,7,1,New South Wales,-28.568474,153.473696,Wilsons Creek
18906,2004,7,1,New South Wales,-28.660115,153.390877,Rosebank
18907,2004,7,1,New South Wales,-28.876852,153.39101,Rous Mill
18908,2013,12,14,New South Wales,-29.11956,153.1664,Bora Ridge
18909,2018,2,24,New South Wales,-28.3407,153.565,Bogangar
18910,2004,7,1,New South Wales,-28.588661,153.092685,Cawongla
18911,2017,11,1,New South Wales,-28.476639,153.169037,Mebbin
18912,2021,8,12,New South Wales,-28.213923,153.531653,Banora Point
18913,2008,12,2,New South Wales,-29.578635,153.333242,Yuraygir
18914,2004,7,1,New South Wales,-28.813201,153.43384,Alstonville
18915,2017,11,30,New South Wales,-29.359592,153.282394,Woombah
18916,2023,3,15,New South Wales,-28.3507,153.3316,Eungella (NSW)
18917,1980,1,1,New South Wales,-28.224491,153.439589,Carool
18918,2017,11,29,New South Wales,-29.337717,153.260574,Woombah
18919,2009,4,9,New South Wales,-29.498685,153.222556,Gulmarrad
18920,2013,9,11,New South Wales,-28.37328,153.5556,Pottsville
18921,2004,7,1,New South Wales,-28.791191,153.309156,Howards Grass
18922,1994,12,2,New South Wales,-28.335689,153.243884,Tyalgum
18923,1980,1,1,New South Wales,-31.085995,150.925282,Tamworth
18924,2004,7,1,New South Wales,-28.357289,153.567854,Hastings Point
18925,2020,3,8,New South Wales,-29.0759,153.026,Ellangowan (NSW)
18926,2006,11,25,New South Wales,-28.262074,153.562826,Cudgen
18927,2009,12,19,New South Wales,-34.029892,151.132501,Caringbah
18928,2013,9,16,New South Wales,-29.47943,153.3638,Angourie
18929,2006,1,18,New South Wales,-28.372093,153.056364,Border Ranges
18930,1994,10,28,New South Wales,-28.698307,153.609163,Suffolk Park
18931,2004,7,1,New South Wales,-28.552691,153.360679,Huonbrook
18932,1993,12,8,New South Wales,-28.96431,153.445477,Wardell
18933,1994,10,24,New South Wales,-28.63774,153.629275,Byron Bay
18934,2013,12,14,New South Wales,-29.35852,153.24,Mororo
18935,2004,7,1,New South Wales,-28.848416,153.086438,Irvington
18936,2013,9,16,New South Wales,-29.6404,153.315,Brooms Head
18937,2017,3,6,New South Wales,-28.55358,153.2983,Nightcap
18938,1994,12,13,New South Wales,-28.786994,153.555376,Kinvara
18939,2004,7,1,New South Wales,-28.676963,153.3023,Dunoon
18940,2004,7,1,New South Wales,-28.552769,153.476313,Mullumbimby
18941,2008,8,14,New South Wales,-28.672816,153.430933,Eureka (NSW)
18942,2021,11,24,New South Wales,-28.98075,152.85163,Upper Mongogarie
18943,1994,12,2,New South Wales,-28.342954,153.218393,Limpinwood
18944,2004,7,1,New South Wales,-29.070777,153.338899,North Woodburn
18945,2009,4,27,New South Wales,-29.359571,153.236731,Mororo
18946,2004,7,1,New South Wales,-28.812963,153.506771,Tintenbar
18947,2004,7,1,New South Wales,-28.832224,153.422607,Alstonville
18948,2015,4,2,New South Wales,-28.43486,153.1258,Mebbin
18949,1980,1,1,New South Wales,-30.290538,153.109869,Coffs Harbour
18950,2013,9,11,New South Wales,-28.37321,153.5556,Pottsville
18951,2018,1,17,New South Wales,-28.389505,153.323273,Mount Warning
18952,2021,11,17,New South Wales,-28.830243,153.288548,East Lismore
18953,2020,12,18,New South Wales,-28.7981,153.299,Howards Grass
18954,1980,1,1,New South Wales,-28.699568,153.502175,Bangalow
18955,2018,2,12,New South Wales,-29.341049,153.257431,Mororo
18956,1980,1,1,New South Wales,-28.825368,153.294508,East Lismore
18957,2009,3,12,New South Wales,-29.479442,153.363698,Angourie
18958,2021,2,23,New South Wales,-28.96504,152.78488,Upper Mongogarie
18959,2004,7,1,New South Wales,-28.31843,153.529345,Duranbah
18960,2022,8,18,New South Wales,-28.27815,153.329094,Nobbys Creek
18961,2002,9,26,New South Wales,-28.351908,153.560238,Round Mountain
18962,2009,3,27,New South Wales,-29.335417,153.223165,Mororo
18963,1980,1,1,New South Wales,-28.748004,153.458944,Booyong
18964,2018,2,10,New South Wales,-28.444366,153.192612,Mebbin
18965,2008,12,20,New South Wales,-29.601321,153.330481,Brooms Head
18966,1980,1,1,New South Wales,-28.60844,153.01106,Kyogle
18967,2004,7,1,New South Wales,-29.01376,153.39152,Rileys Hill
18968,2007,12,20,New South Wales,-29.441409,153.351136,Yamba (NSW)
18969,1980,1,1,New South Wales,-28.918016,153.468937,Coolgardie (NSW)
18970,2017,11,1,New South Wales,-28.456877,153.19101,Mebbin
18971,2018,1,18,New South Wales,-28.389814,153.323074,Mount Warning
18972,2018,3,19,New South Wales,-28.483263,153.136124,Upper Horseshoe Creek
18973,2004,7,1,New South Wales,-28.781309,153.53121,Kinvara
18974,2015,3,31,New South Wales,-28.43271,153.1302,Border Ranges
18975,2009,1,22,New South Wales,-29.389381,153.227072,Warregah Island
18976,2008,1,1,New South Wales,-28.590266,153.515421,Myocum
18977,2015,4,16,New South Wales,-29.33995,153.2491,Mororo
18978,2010,1,16,New South Wales,-28.425937,153.125378,Mebbin
18979,2013,12,4,New South Wales,-34.02858,151.1291,Caringbah
18980,2013,9,8,New South Wales,-28.3853,153.3346,Mount Warning
18981,2015,4,17,New South Wales,-29.32148,153.2464,Mororo
18982,2004,7,1,New South Wales,-28.76823,153.525807,Knockrow
18983,2015,3,26,New South Wales,-28.44987,153.1398,Mebbin
18984,2008,2,27,New South Wales,-28.443044,153.142331,Border Ranges
18985,1980,1,1,New South Wales,-28.267465,153.366378,Dungay
18986,1994,7,12,New South Wales,-28.297746,153.560974,Kings Forest
18987,1980,1,1,New South Wales,-28.699195,153.292535,The Channon
18988,2010,2,6,New South Wales,-28.393685,153.114745,Border Ranges
18989,2018,3,7,New South Wales,-28.2727,153.405,Dulguigan
18990,2013,12,15,New South Wales,-29.47916,153.3625,Angourie
18991,2014,2,26,New South Wales,-28.37004,153.5526,Pottsville
18992,2008,12,1,New South Wales,-28.590266,153.515421,Myocum
18993,2011,2,18,New South Wales,-28.432602,153.121322,Mebbin
18994,2004,7,1,New South Wales,-28.384303,153.341279,Dum Dum
18995,1994,12,2,New South Wales,-28.352694,153.31535,Eungella (NSW)
18996,2019,1,21,New South Wales,-28.406937,153.382658,Stokers Siding
18997,2004,7,1,New South Wales,-28.81002,153.294508,Lismore (NSW)
18998,2004,7,1,New South Wales,-28.247722,153.469413,Bungalora
18999,2001,1,23,New South Wales,-29.428582,153.319648,Yamba (NSW)
19000,2015,4,18,New South Wales,-29.34048,153.2539,Mororo
19001,2013,3,21,New South Wales,-29.47929,153.3625,Angourie
19002,2008,11,24,New South Wales,-28.192096,153.487372,Tweed Heads West
19003,2004,7,1,New South Wales,-28.321748,153.457761,Nunderi
19004,2004,7,1,New South Wales,-28.746101,153.462394,Booyong
19005,2018,3,19,New South Wales,-28.397804,153.11795,Pumpenbil
19006,2007,6,14,New South Wales,-28.455668,153.547082,Wooyung
19007,2009,2,26,New South Wales,-29.594565,153.329123,Brooms Head
19008,2004,7,1,New South Wales,-28.69771,153.608716,Suffolk Park
19009,2014,1,12,New South Wales,-28.44574,153.1943,Mebbin
19010,2018,4,16,New South Wales,-29.152342,153.230426,Bungawalbin
19011,1980,1,1,New South Wales,-28.358933,153.564984,Round Mountain
19012,2009,4,9,New South Wales,-29.446124,153.355275,Yamba (NSW)
19013,2009,4,30,New South Wales,-29.435162,153.283582,Palmers Island
19014,1994,10,28,New South Wales,-28.694715,153.605047,Suffolk Park
19015,2015,1,14,New South Wales,-28.43827,153.1436,Mebbin
19016,2004,7,1,New South Wales,-28.383589,153.156752,Pumpenbil
19017,1994,5,31,New South Wales,-28.702811,153.611237,Broken Head
19018,2004,7,1,New South Wales,-28.726946,153.403978,Clunes (NSW)
19019,2020,2,1,New South Wales,-28.7983,153.299,Lismore Heights
19020,1980,1,1,New South Wales,-28.182797,153.456953,Piggabeen
19021,2004,7,1,New South Wales,-28.305186,153.21957,Limpinwood
19022,2009,2,20,New South Wales,-29.361982,153.235937,Mororo
19023,2008,4,1,New South Wales,-28.590266,153.515421,Myocum
19024,2013,12,14,New South Wales,-29.47878,153.3635,Angourie
19025,2009,4,27,New South Wales,-29.357177,153.232336,Mororo
19026,1980,1,1,New South Wales,-30.380133,153.033726,Bonville
19027,2004,7,1,New South Wales,-28.706007,153.47679,Binna Burra (NSW)
19028,2015,4,18,New South Wales,-29.33169,153.2469,Mororo
19029,2015,4,18,New South Wales,-29.34149,153.2597,Woombah
19030,2004,7,1,New South Wales,-28.649137,153.321054,Whian Whian
19031,1980,1,1,New South Wales,-28.76406,153.548849,Knockrow
19032,2008,1,26,New South Wales,-28.433065,153.128818,Mebbin
19033,1980,1,1,New South Wales,-28.320177,153.469532,Nunderi
19034,2005,3,30,New South Wales,-28.339452,153.530937,Tanglewood
19035,2004,7,1,New South Wales,-28.370622,153.336163,Mount Warning
19036,2005,12,19,New South Wales,-28.686261,153.608356,Suffolk Park
19037,2009,4,3,New South Wales,-29.435162,153.283582,Palmers Island
19038,1994,10,24,New South Wales,-28.756203,153.579795,Broken Head
19039,2004,7,1,New South Wales,-28.736702,153.463822,Booyong
19040,2004,7,1,New South Wales,-28.306822,153.220537,Limpinwood
19041,2006,1,18,New South Wales,-28.436571,153.142455,Mebbin
19042,2004,7,1,New South Wales,-28.797734,153.327121,Lagoon Grass
19043,1994,5,3,New South Wales,-28.739083,153.289876,Tullera
19044,2004,7,1,New South Wales,-28.488524,153.517478,Ocean Shores
19045,1994,12,13,New South Wales,-28.744526,153.566417,Broken Head
19046,2014,12,5,New South Wales,-28.6043,152.9598,Horse Station Creek
19047,2018,2,13,New South Wales,-29.340527,153.253937,Mororo
19048,2004,7,1,New South Wales,-28.386445,153.390415,Dunbible
19049,2001,2,15,New South Wales,-28.693803,153.60709,Suffolk Park
19050,2020,2,8,New South Wales,-28.5399,153.063,Upper Horseshoe Creek
19051,2009,4,9,New South Wales,-29.35911,153.237585,Mororo
19052,2005,5,9,New South Wales,-28.258106,153.550826,Chinderah
19053,1993,2,11,New South Wales,-28.9489,153.464908,Wardell
19054,2004,7,1,New South Wales,-28.721911,153.490055,Binna Burra (NSW)
19055,1994,11,11,New South Wales,-28.531613,153.540743,Ocean Shores
19056,2011,5,20,New South Wales,-28.551059,153.433201,Mullumbimby Creek
19057,2020,5,20,New South Wales,-28.176517,153.523193,Tweed Heads
19058,2018,2,12,New South Wales,-29.339766,153.248306,Mororo
19059,2018,2,6,New South Wales,-28.637956,153.219234,Coffee Camp
19060,2008,5,1,New South Wales,-28.590266,153.515421,Myocum
19061,2018,2,14,New South Wales,-29.339737,153.24852,Mororo
19062,2004,7,1,New South Wales,-28.82034,153.542463,Cumbalum
19063,2004,7,1,New South Wales,-28.693752,153.258355,Goolmangar
19064,2004,7,1,New South Wales,-29.451491,153.35258,Yamba (NSW)
19065,2014,2,23,New South Wales,-29.35885,153.2411,Mororo
19066,2004,7,1,New South Wales,-28.846513,153.362813,Tregeagle
19067,1994,12,5,New South Wales,-28.302418,153.520712,Duranbah
19068,2008,12,2,New South Wales,-29.596002,153.328634,Brooms Head
19069,2008,1,16,New South Wales,-28.946439,153.319078,Tuckurimba
19070,2015,3,24,New South Wales,-28.37203,153.0832,Border Ranges
19071,2018,12,25,New South Wales,-28.634781,153.253066,Tuntable Creek
