,Year,Month,Day,State,Latitude,Longitude,Suburb
0,2002,2,25,Queensland,-25.434727,149.137989,Glenhaughton
1,1992,11,24,Queensland,-27.981739,152.621911,Mount French
2,2003,4,5,Queensland,-26.838766,152.87807,Peachester
3,1969,1,1,Queensland,-25.315,150.017778,Spring Creek (Banana - Qld)
4,2007,1,17,Queensland,-17.167354,145.529984,Tinaroo
5,1993,10,13,Queensland,-27.640069,153.176065,Shailer Park
6,2002,3,19,Queensland,-26.726623,152.619983,Conondale
7,1993,8,28,Queensland,-27.490076,152.276079,Vinegar Hill
8,1993,11,10,Queensland,-27.140071,153.059397,
9,1998,10,18,Queensland,-19.13221,146.45762,Clemant
10,1982,1,1,Queensland,-20.5121,148.6811,Goorganga Plains
11,1993,1,16,Queensland,-27.623405,152.759405,Ipswich
12,2015,8,29,Queensland,-13.411185,142.609833,Coen
13,1990,1,1,Queensland,-27.419234,153.442726,North Stradbroke Island
14,2002,3,9,Queensland,-17.123611,144.435833,Chillagoe
15,1976,1,1,Queensland,-21.281667,144.634444,Prairie (Qld)
16,1997,6,13,Queensland,-25.926176,152.205278,Mudlo
17,2010,9,14,Queensland,-19.02262,146.09799,Paluma
18,2015,8,29,Queensland,-13.42332,142.49226,Archer River
19,1994,3,1,Queensland,-26.781747,151.913578,Tarong
20,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
21,1993,5,1,Queensland,-26.773405,153.109392,Meridan Plains
22,1995,4,21,Queensland,-26.859748,153.036753,Coochin Creek
23,2005,1,28,Queensland,-26.832273,152.898398,Peachester
24,2002,6,6,Queensland,-24.475905,151.895225,Baffle Creek
25,1971,1,1,Queensland,-20.865,144.601111,Prairie (Qld)
26,2015,2,14,Queensland,-27.67821,152.08725,Egypt
27,2005,12,12,Queensland,-26.835876,152.878531,Crohamhurst
28,2006,3,20,Queensland,-20.455585,147.303505,Mount Wyatt
29,1974,1,1,Queensland,-21.948333,143.551111,Corfield
30,1993,7,31,Queensland,-15.369155,141.963304,Maramie
31,2007,10,3,Queensland,-25.633981,152.136751,Boompa
32,2021,2,12,Queensland,-25.561955,152.675433,Tinana
33,1936,1,1,Queensland,-17.565,146.017778,Mundoo
34,1993,2,1,Queensland,-27.690071,152.92607,Springfield Lakes
35,1996,5,3,Queensland,-27.400278,152.805833,Jollys Lookout
36,1992,1,1,Queensland,-27.823401,153.342731,Pimpama
37,2003,9,2,Queensland,-25.457269,152.631358,Duckinwilla
38,2005,2,13,Queensland,-26.883195,152.810755,Stanmore (Qld)
39,1992,3,1,Queensland,-26.398409,152.623285,Kandanga Creek
40,1993,4,30,Queensland,-27.590071,152.909403,Wacol
41,1994,1,1,Queensland,-27.61257,153.084956,Kuraby
42,2012,2,6,Queensland,-26.926992,150.299152,Wieambilla
43,1995,1,18,Queensland,-25.875001,152.623992,Bauple Forest
44,2001,3,17,Queensland,-17.940556,141.755278,Blackbull
45,2011,8,25,Queensland,-25.214167,152.607611,Burrum Heads
46,1997,8,4,Queensland,-26.566433,152.809279,Gheerulla
47,1996,5,31,Queensland,-27.457824,153.520065,North Stradbroke Island
48,2000,10,24,Queensland,-13.619167,143.131111,Coen
49,1992,9,25,Queensland,-27.173409,152.359408,Biarra
50,1964,1,1,Queensland,-27.415,152.967778,Mitchelton
51,1995,1,18,Queensland,-25.875001,152.623992,Bauple Forest
52,1936,1,1,Queensland,-17.531796,146.034436,East Innisfail
53,1972,1,1,Queensland,-23.581667,148.884444,Blackwater
54,1991,1,1,Queensland,-27.498404,153.017733,St Lucia
55,1994,12,18,Queensland,-26.573406,152.909394,Kiamba
56,1994,1,19,Queensland,-28.306737,152.842744,Running Creek (Qld)
57,1991,3,21,Queensland,-26.763686,152.622456,Jimna
58,2018,6,24,Queensland,-26.896798,151.284398,Jimbour East
59,2005,1,12,Queensland,-27.594956,152.85746,Moggill
60,2001,1,22,Queensland,-17.455278,140.848889,Karumba
61,1995,4,11,Queensland,-28.073404,152.842741,Kooralbyn
62,1993,12,8,Queensland,-27.423403,153.126064,Pinkenba
63,2008,4,23,Queensland,-16.533625,145.036115,Mount Carbine
64,1940,1,1,Queensland,-17.998333,145.934444,Euramo
65,2015,5,21,Queensland,-12.713028,143.288611,Iron Range
66,2017,3,28,Queensland,-24.046771,151.00409,Mount Alma
67,1980,3,1,Queensland,-27.448403,153.159397,Wynnum West
68,1964,1,1,Queensland,-26.398333,151.251111,Durong
69,2001,10,17,Queensland,-22.662008,148.291699,Dysart (Qld)
70,2003,1,20,Queensland,-25.034293,149.684927,Ghinghinda
71,1973,1,1,Queensland,-24.331667,149.584444,Mimosa (Qld)
72,1993,12,8,Queensland,-27.356737,153.109397,Brisbane Airport
73,2018,2,24,Queensland,-27.126846,152.962596,Burpengary
74,1992,9,6,Queensland,-27.256738,152.992732,Kallangur
75,2003,2,18,Queensland,-20.384185,148.665512,Preston (Whitsunday - Qld)
76,2015,12,16,Queensland,-24.367748,150.909565,Tablelands (Gladstone - Qld)
77,1970,1,1,Queensland,-23.248333,150.201111,Morinish
78,1999,4,20,Queensland,-23.258368,149.751327,Glenroy (Qld)
79,1992,9,28,Queensland,-27.673403,153.076067,Berrinba
80,1997,7,14,Queensland,-24.663877,151.964208,Rosedale (Qld)
81,1969,1,1,Queensland,-23.248333,150.684444,Cawarral
82,2014,12,16,Queensland,-16.589971,145.228546,Mount Carbine
83,1997,2,22,Queensland,-24.395573,151.049585,Boyne Valley
84,2006,3,2,Queensland,-26.832589,153.085395,Pelican Waters
85,1997,8,11,Queensland,-26.782974,152.190528,Linville
86,1980,3,1,Queensland,-27.51507,153.105232,Carindale
87,1974,1,1,Queensland,-18.598333,146.201111,Foresthome
88,1982,6,9,Queensland,-24.315085,151.955224,Deepwater (Qld)
89,1991,8,1,Queensland,-22.505556,150.168333,Shoalwater (Qld)
90,1973,1,1,Queensland,-27.606667,152.667778,Walloon
91,1997,6,6,Queensland,-26.825633,152.678525,Bellthorpe
92,2010,11,21,Queensland,-18.280257,142.621953,Gilbert River
93,1994,3,13,Queensland,-27.490076,152.276079,Vinegar Hill
94,2015,9,14,Queensland,-13.001318,142.868168,Archer River
95,2002,9,2,Queensland,-18.2943,145.337492,Wairuna
96,1996,4,16,Queensland,-17.304217,145.399416,Watsonville
97,2015,12,8,Queensland,-16.59003,145.228409,Mount Carbine
98,2009,12,18,Queensland,-17.966113,146.01727,Lower Tully
99,1993,3,9,Queensland,-27.690071,152.876071,Spring Mountain (Qld)
100,1993,7,14,Queensland,-27.590071,152.909403,Wacol
101,1999,3,23,Queensland,-26.040272,151.620186,Wigton
102,1965,1,1,Queensland,-24.198333,150.367778,Jambin
103,1937,1,1,Queensland,-21.148433,149.184417,Mackay
104,1993,1,30,Queensland,-28.040068,153.242734,Lower Beechmont
105,1970,1,1,Queensland,-26.048406,153.117719,Cooloola
106,2007,5,9,Queensland,-16.649663,145.260764,Mount Carbine
107,2000,3,6,Queensland,-24.020266,149.867796,Kokotungo
108,2005,1,18,Queensland,-17.718333,141.026667,Normanton
109,1963,1,1,Queensland,-27.448333,153.184444,Manly (Qld)
110,1962,1,1,Queensland,-23.406667,150.580278,Nerimbera
111,1992,11,1,Queensland,-23.803977,151.074681,Aldoga
112,1980,1,1,Queensland,-26.998404,153.138561,Welsby
113,1994,4,7,Queensland,-26.965073,152.888564,Elimbah
114,1983,1,31,Queensland,-23.523421,150.323303,Stanwell
115,2009,1,16,Queensland,-27.401389,152.788333,Mount Nebo
116,1982,3,30,Queensland,-24.390084,151.967724,Deepwater (Qld)
117,1993,1,7,Queensland,-27.623404,152.909403,Camira (Qld)
118,2005,8,16,Queensland,-15.464722,145.198056,Cooktown
119,1997,4,19,Queensland,-23.681772,148.101104,Gindie
120,1993,7,14,Queensland,-27.590071,152.909403,Wacol
121,1960,1,1,Queensland,-17.598333,145.851111,East Palmerston
122,1992,12,1,Queensland,-27.523404,152.959401,Fig Tree Pocket
123,2007,7,11,Queensland,-17.56531,143.797263,Bulleringa
124,1997,8,14,Queensland,-26.771762,152.178186,Linville
125,1997,10,23,Queensland,-26.048023,153.03825,Cooloola
126,1972,1,1,Queensland,-26.531667,151.134444,Darr Creek
127,1993,3,1,Queensland,-26.401739,153.084389,Noosa Heads
128,2002,11,15,Queensland,-27.665933,153.26576,Carbrook
129,1993,10,1,Queensland,-27.456741,152.542741,Rifle Range
130,1993,12,1,Queensland,-27.456741,152.542741,Rifle Range
131,1994,12,7,Queensland,-26.656738,153.076059,Maroochydore
132,2002,11,13,Queensland,-27.061667,152.871326,Wamuran
133,1950,1,1,Queensland,-25.581667,152.667778,Tinana South
134,2007,2,1,Queensland,-26.467309,152.756397,Bollier
135,1988,4,1,Queensland,-27.490071,152.959401,Mount Coot-tha
136,1999,3,23,Queensland,-26.01426,151.623797,Wigton
137,2000,2,26,Queensland,-23.636019,149.756327,Duaringa
138,1979,1,1,Queensland,-17.948333,141.367778,Normanton
139,2016,9,2,Queensland,-16.659126,145.24759,Mount Carbine
140,2006,7,13,Queensland,-20.861677,147.776224,Newlands (Qld)
141,2001,3,18,Queensland,-17.779444,140.891111,Normanton
142,1997,9,29,Queensland,-26.675662,152.300861,Avoca Vale
143,2015,9,18,Queensland,-17.58538,143.81407,Bulleringa
144,2001,11,14,Queensland,-18.866667,146.129167,Yuruga
145,1961,1,1,Queensland,-25.448333,150.467778,Eidsvold West
146,1994,8,1,Queensland,-25.332577,152.78244,Walligan
147,2007,4,21,Queensland,-19.161871,146.057914,Paluma
148,2018,5,9,Queensland,-21.931389,148.714722,Oxford
149,1992,12,6,Queensland,-27.323406,152.742736,England Creek
150,1997,2,10,Queensland,-26.309197,152.36158,Wrattens Forest
151,1998,1,1,Queensland,-26.20674,151.873287,Wheatlands
152,1994,5,13,Queensland,-21.227619,148.686363,Pinnacle (Qld)
153,1960,1,1,Queensland,-26.34,152.705278,Amamoor
154,1991,6,15,Queensland,-27.256738,152.976065,Kallangur
155,2015,8,29,Queensland,-13.411185,142.609833,Coen
156,1994,11,1,Queensland,-27.456741,152.542741,Rifle Range
157,1993,7,30,Queensland,-15.623658,141.563475,Yagoonya
158,2020,9,28,Queensland,-27.58229,151.978697,Rangeville
159,1997,12,8,Queensland,-28.19089,153.095114,Kerry
160,1994,1,5,Queensland,-26.862294,152.992728,Beerwah
161,2017,3,4,Queensland,-27.4426,152.94914,The Gap (Brisbane - Qld)
162,1998,2,19,Queensland,-24.979052,152.049617,Bullyard
163,1972,1,1,Queensland,-26.898333,152.784444,Stanmore (Qld)
164,1974,1,1,Queensland,-25.948333,152.601111,Glenwood (Qld)
165,1968,1,1,Queensland,-23.748333,150.117778,Pheasant Creek (Qld)
166,1999,4,20,Queensland,-23.20996,149.79084,Glenroy (Qld)
167,2011,6,21,Queensland,-17.04396,141.30338,Howitt
168,1982,2,4,Queensland,-24.181752,151.834391,Eurimbula
169,1992,9,23,Queensland,-26.656738,153.076059,Maroochydore
170,1991,1,1,Queensland,-27.456741,152.542741,Rifle Range
171,1994,12,24,Queensland,-27.640068,153.359396,
172,1993,3,9,Queensland,-27.656737,152.92607,Greenbank
173,2016,9,16,Queensland,-10.99359,142.11269,Injinoo
174,1996,5,18,Queensland,-27.593007,152.515713,Woolshed
175,2015,12,8,Queensland,-16.59003,145.228409,Mount Carbine
176,2013,11,10,Queensland,-19.05565,146.17725,Paluma
177,1994,7,28,Queensland,-26.740072,152.959395,Mooloolah Valley
178,1998,11,28,Queensland,-25.365273,152.384139,Duckinwilla
179,2006,11,1,Queensland,-21.766041,147.922368,Moranbah
180,1994,7,1,Queensland,-27.456741,152.542741,Rifle Range
181,1983,11,1,Queensland,-21.103056,148.9475,Hampden (Qld)
182,1991,3,18,Queensland,-26.83952,152.533846,Jimna
183,1993,5,1,Queensland,-27.140071,153.059397,
184,2007,1,31,Queensland,-16.507181,145.16133,Mount Carbine
185,1994,5,1,Queensland,-27.456741,152.542741,Rifle Range
186,1994,5,26,Queensland,-13.764655,143.333618,Coen
187,1994,4,9,Queensland,-19.370396,146.886658,Julago
188,1956,1,1,Queensland,-20.215,146.501111,Seventy Mile
189,2002,1,1,Queensland,-27.52551,152.597702,Lark Hill
190,1995,9,23,Queensland,-26.551377,151.28636,Diamondy
191,1974,1,1,Queensland,-25.615,152.534444,Yerra
192,2010,5,22,Queensland,-22.098544,143.920119,Corfield
193,1974,1,1,Queensland,-27.348333,153.059444,Boondall
194,1982,9,1,Queensland,-27.478127,152.929401,Mount Coot-tha
195,1993,6,1,Queensland,-27.373405,152.9594,Bunya
196,2009,1,1,Queensland,-18.141389,144.645,Mount Surprise
197,2000,1,2,Queensland,-24.578333,152.062778,Mullett Creek
198,1939,1,1,Queensland,-25.031667,152.217778,Elliott (Qld)
199,1991,2,1,Queensland,-19.327626,146.759416,Douglas (Townsville - Qld)
200,1974,1,1,Queensland,-25.581667,151.301111,Mundubbera
201,1993,1,5,Queensland,-27.323404,153.026065,Bracken Ridge
202,1994,1,20,Queensland,-27.623404,152.909403,Camira (Qld)
203,1993,1,1,Queensland,-27.456737,153.076065,Morningside
204,1993,8,24,Queensland,-27.47341,152.209413,Seventeen Mile
205,1993,8,28,Queensland,-26.923405,152.976063,Glass House Mountains
206,2013,5,8,Queensland,-13.961601,143.209634,Coen
207,2000,7,1,Queensland,-21.299722,149.269167,Hay Point
208,1997,2,23,Queensland,-24.579746,151.535778,Gindoran
209,2014,4,19,Queensland,-21.41967,144.99582,Torrens Creek
210,1996,10,13,Queensland,-27.914221,153.173833,Tamborine Mountain
211,2017,11,15,Queensland,-18.664278,138.561439,Lawn Hill
212,2015,8,30,Queensland,-13.42332,142.49226,Archer River
213,2006,3,22,Queensland,-20.467285,147.294477,Mount Wyatt
214,1993,12,28,Queensland,-27.273406,152.859401,Samsonvale
215,1993,3,13,Queensland,-26.690076,152.592733,Kenilworth
216,2016,10,27,Queensland,-13.427637,142.592984,Coen
217,1997,6,30,Queensland,-24.96354,151.515518,Yarrol
218,1998,7,6,Queensland,-25.11508,152.534386,Woodgate
219,2001,5,1,Queensland,-23.992559,151.211595,Calliope (Qld)
220,2012,5,2,Queensland,-19.16909,145.92289,Paluma
221,2002,12,10,Queensland,-28.173028,153.076863,Kerry
222,1969,1,1,Queensland,-20.206667,148.367778,Bowen
223,1993,4,11,Queensland,-27.544722,151.973889,Mount Lofty
224,1993,9,15,Queensland,-26.556745,152.242737,Mount Stanley
225,1994,6,12,Queensland,-27.223405,152.992732,Dakabin
226,1994,1,31,Queensland,-26.55674,152.842728,Gheerulla
227,2001,1,11,Queensland,-26.970551,152.682648,Neurum
228,2012,2,9,Queensland,-17.37373,145.37755,Moomin
229,1974,1,1,Queensland,-17.998333,145.934444,Euramo
230,2000,4,2,Queensland,-24.880025,150.065924,Lonesome Creek
231,2021,2,18,Queensland,-25.5622,152.6757,Tinana
232,2001,1,23,Queensland,-17.671389,141.126667,Normanton
233,1981,1,1,Queensland,-27.531738,152.80107,Mount Crosby
234,1997,4,3,Queensland,-26.703487,152.684699,Conondale
235,2005,11,23,Queensland,-24.463093,150.906533,Valentine Plains
236,2003,3,20,Queensland,-19.223056,140.3575,Four Ways
237,2001,5,23,Queensland,-19.573496,140.073396,Three Rivers
238,1973,1,1,Queensland,-22.348333,140.684444,Warburton (Qld)
239,2008,4,14,Queensland,-16.531587,145.017486,Mount Carbine
240,1977,1,1,Queensland,-26.431667,150.501111,Barakula
241,2013,8,16,Queensland,-13.42264,142.56872,Archer River
242,1993,7,15,Queensland,-12.633161,143.411114,Iron Range
243,2000,1,6,Queensland,-25.273611,151.883056,Good Night
244,2005,11,2,Queensland,-19.33734,146.67199,Gumlow
245,1983,10,1,Queensland,-19.398453,146.684439,Pinnacles
246,1997,6,30,Queensland,-25.363265,152.386613,Duckinwilla
247,2007,4,16,Queensland,-19.073506,146.032253,Paluma
248,1993,12,7,Queensland,-27.806736,153.076068,Logan Village
249,1997,4,17,Queensland,-23.6151,148.559436,Comet
250,1993,10,20,Queensland,-12.633161,143.411114,Iron Range
251,1974,1,1,Queensland,-27.448333,153.126111,Hemmant
252,1993,5,19,Queensland,-27.823401,153.326064,Pimpama
253,1997,4,23,Queensland,-23.92343,148.517774,Togara
254,1994,4,1,Queensland,-20.393333,148.424722,Dittmer
255,2005,1,7,Queensland,-26.91472,152.760849,Woodford (Qld)
256,1994,5,10,Queensland,-27.590071,152.942735,Richlands (Qld)
257,2002,9,1,Queensland,-18.4793,138.109422,Lawn Hill
258,2001,1,25,Queensland,-28.235614,152.716358,Maroon
259,1979,3,3,Queensland,-13.884489,143.273785,Coen
260,2013,5,8,Queensland,-13.961293,143.20959,Coen
261,2000,1,1,Queensland,-16.848106,145.677601,Macalister Range
262,1997,9,24,Queensland,-26.83096,151.927366,Yarraman (Qld)
263,1997,11,11,Queensland,-26.744997,151.901427,Tarong
264,2012,11,9,Queensland,-25.04661,152.510887,Kinkuna
265,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
266,2012,4,22,Queensland,-25.486304,149.658204,Broadmere
267,1974,1,1,Queensland,-26.056667,153.042778,Cooloola
268,2006,6,8,Queensland,-20.706623,147.65921,Newlands (Qld)
269,2000,1,2,Queensland,-24.573889,152.063333,Mullett Creek
270,1994,9,1,Queensland,-27.456741,152.542741,Rifle Range
271,2008,3,17,Queensland,-24.406405,151.049418,Boyne Valley
272,1992,5,1,Queensland,-24.440086,151.196903,Boyne Valley
273,2014,3,17,Queensland,-26.42691,150.05455,Gurulmundi
274,1970,1,1,Queensland,-17.673333,141.076111,Normanton
275,1979,1,1,Queensland,-19.260833,147.053889,Cape Cleveland
276,2003,1,23,Queensland,-25.376106,152.46421,Duckinwilla
277,2000,11,8,Queensland,-27.896389,153.391667,Hollywell
278,1974,1,1,Queensland,-22.031667,145.984444,Pentland
279,1992,12,7,Queensland,-27.206737,153.076064,Rothwell
280,1993,3,1,Queensland,-20.881667,148.948611,Seaforth (Qld)
281,1950,1,1,Queensland,-21.265,149.151111,Chelona
282,1997,7,16,Queensland,-24.643124,151.981314,Watalgan
283,2018,3,11,Queensland,-26.881254,151.597376,Bunya Mountains
284,1954,1,1,Queensland,-24.881667,151.117778,Three Moon
285,2001,3,3,Queensland,-18.169444,144.258611,Mount Surprise
286,2006,8,22,Queensland,-28.082715,153.155632,Ferny Glen
287,1992,11,1,Queensland,-23.815088,151.05107,Aldoga
288,1974,1,1,Queensland,-24.798333,152.438611,Mon Repos
289,2010,4,23,Queensland,-17.4839,138.18174,Nicholson (Qld)
290,2007,2,7,Queensland,-23.778889,151.130139,Targinnie
291,1993,9,1,Queensland,-27.456741,152.542741,Rifle Range
292,2003,1,2,Queensland,-17.4125,145.345833,Kalunga
293,1965,1,1,Queensland,-23.831667,150.934444,Machine Creek
294,1994,1,5,Queensland,-26.861107,152.992712,Beerwah
295,1996,2,17,Queensland,-25.875001,152.623992,Bauple Forest
296,2016,5,30,Queensland,-19.17831,145.92485,Paluma
297,2015,3,15,Queensland,-27.68857,152.075016,Egypt
298,1992,9,2,Queensland,-27.323404,153.042732,Bracken Ridge
299,1998,2,20,Queensland,-24.969005,152.054131,Bullyard
300,1964,1,1,Queensland,-26.24,151.451111,Coverty
301,2007,12,25,Queensland,-18.206944,144.660833,Mount Surprise
302,1997,10,13,Queensland,-25.718232,152.344034,Glenbar
303,2009,6,3,Queensland,-26.997937,153.115454,Welsby
304,1995,1,18,Queensland,-25.883449,152.619014,Bauple Forest
305,1957,1,1,Queensland,-27.523333,153.001111,
306,1992,4,1,Queensland,-27.456741,152.542741,Rifle Range
307,2010,11,6,Queensland,-27.493117,153.064303,Coorparoo
308,2016,5,11,Queensland,-19.11588,146.09295,Paluma
309,1997,7,14,Queensland,-24.666462,151.972468,Rosedale (Qld)
310,1999,3,23,Queensland,-26.036656,151.629182,Wigton
311,1974,1,1,Queensland,-24.848333,152.334444,Bundaberg North
312,1995,1,18,Queensland,-25.883449,152.619014,Bauple Forest
313,2000,11,9,Queensland,-26.838766,152.87807,Peachester
314,1998,12,4,Queensland,-22.948055,146.923372,Clermont
315,2008,2,19,Queensland,-28.190866,153.256054,Springbrook
316,1994,2,15,Queensland,-27.8234,153.376064,Pimpama
317,1990,12,26,Queensland,-19.895417,146.190139,Basalt (Qld)
318,1988,2,21,Queensland,-26.973404,153.159394,
319,1992,11,11,Queensland,-27.256738,152.992732,Kallangur
320,2016,5,30,Queensland,-19.17831,145.92485,Paluma
321,1968,1,1,Queensland,-27.365,153.021944,Aspley
322,1979,3,21,Queensland,-13.977653,143.548449,Coen
323,1974,1,1,Queensland,-17.348333,145.934444,Babinda (Qld)
324,2007,2,1,Queensland,-26.36009,152.769752,Cooran
325,1989,12,1,Queensland,-16.698333,145.159444,Mount Mulligan
326,2000,1,15,Queensland,-24.435278,148.458611,Albinia
327,2013,11,11,Queensland,-19.05906,146.17104,Paluma
328,1996,2,14,Queensland,-25.883449,152.619014,Bauple Forest
329,1977,1,1,Queensland,-20.365,146.201111,Seventy Mile
330,1964,1,1,Queensland,-27.673333,153.267778,Carbrook
331,1981,1,1,Queensland,-25.106747,152.388555,Goodwood (Qld)
332,1996,11,1,Queensland,-26.742,152.842,Maleny
333,1978,1,1,Queensland,-16.048333,142.384444,Maramie
334,2006,6,15,Queensland,-20.734266,147.676848,Newlands (Qld)
335,2018,4,17,Queensland,-27.70398,152.09335,Fordsdale
336,1996,2,29,Queensland,-25.885565,152.630677,Bauple Forest
337,1974,1,1,Queensland,-26.631667,152.967778,Nambour
338,1992,8,21,Queensland,-27.690071,152.859404,White Rock (Ipswich - Qld)
339,2018,2,1,Queensland,-26.554636,152.744831,Kenilworth
340,1993,12,6,Queensland,-27.206737,153.076064,Rothwell
341,1980,1,1,Queensland,-21.798333,147.951111,Moranbah
342,2014,2,24,Queensland,-15.672778,145.010833,Lakeland
343,2004,10,23,Queensland,-24.326049,151.596278,Miriam Vale
344,1986,2,1,Queensland,-12.665,143.317778,Iron Range
345,2013,5,18,Queensland,-16.648809,145.261797,Mount Carbine
346,1979,3,9,Queensland,-13.943156,143.197453,Coen
347,1979,1,1,Queensland,-21.148333,148.634444,Finch Hatton
348,1992,11,24,Queensland,-27.985065,152.624681,Mount French
349,1994,5,2,Queensland,-27.006737,153.159394,Welsby
350,1994,1,19,Queensland,-28.306737,152.85941,Running Creek (Qld)
351,2006,9,24,Queensland,-28.17321,153.227061,Numinbah Valley
352,2016,5,19,Queensland,-19.1259,146.19125,Paluma
353,1993,11,6,Queensland,-26.923409,152.542736,Sheep Station Creek
354,1994,2,1,Queensland,-26.706739,153.02606,Tanawha
355,1994,1,5,Queensland,-27.440071,152.9594,Enoggera
356,1994,5,21,Queensland,-26.964973,152.951071,Beerburrum
357,2007,4,21,Queensland,-19.204783,146.062441,Paluma
358,1994,4,18,Queensland,-21.731667,149.367778,Ilbilbie
359,1993,6,1,Queensland,-27.373405,152.942733,Bunya
360,2016,10,27,Queensland,-13.427637,142.592984,Coen
361,1974,1,1,Queensland,-24.998333,151.951111,Gin Gin (Qld)
362,2001,5,1,Queensland,-23.992559,151.211595,Calliope (Qld)
363,2001,1,13,Queensland,-27.895,153.385833,Coombabah
364,1993,12,20,Queensland,-27.623405,152.759405,Ipswich
365,2002,1,15,Queensland,-26.797574,151.673295,Wengenville
366,2016,9,10,Queensland,-27.268749,152.851523,Samsonvale
367,1996,9,24,Queensland,-24.957248,150.017757,Isla
368,2019,7,8,Queensland,-16.553333,145.075,Mount Carbine
369,2004,1,16,Queensland,-27.537909,152.508259,Prenzlau
370,1994,3,2,Queensland,-27.556735,153.24273,Thornlands
371,1956,1,1,Queensland,-27.523333,153.042778,Tarragindi
372,1979,1,1,Queensland,-12.681667,141.926111,Weipa Airport
373,1974,1,1,Queensland,-27.331667,152.759444,England Creek
374,1997,6,16,Queensland,-25.118808,152.087498,Duingal
375,2001,3,17,Queensland,-17.944444,141.383056,Normanton
376,1995,11,18,Queensland,-26.830358,151.935245,Yarraman (Qld)
377,1995,1,27,Queensland,-25.873614,152.646665,Bauple Forest
378,2000,1,14,Queensland,-26.569444,150.148056,Dalwogon
379,2008,10,25,Queensland,-13.42065,142.54179,Archer River
380,2014,3,26,Queensland,-23.652512,150.694523,Bajool
381,2002,6,4,Queensland,-16.855833,143.152222,Staaten
382,1993,1,1,Queensland,-27.640069,153.246898,Mount Cotton
383,1994,12,21,Queensland,-27.406742,152.342744,Churchable
384,1992,5,24,Queensland,-27.573402,153.276063,Thornlands
385,1993,9,16,Queensland,-26.890077,152.29274,Moore
386,1993,1,1,Queensland,-27.640071,152.87607,Bellbird Park
387,2010,9,11,Queensland,-19.07274,146.02251,Paluma
388,2003,5,28,Queensland,-27.668889,152.816667,Swanbank
389,1973,1,1,Queensland,-18.548333,139.867778,Stokes
390,2004,10,23,Queensland,-24.354381,151.610495,Mount Tom
391,1978,12,11,Queensland,-13.873487,143.542782,Coen
392,1971,1,1,Queensland,-27.606667,152.784444,North Booval
393,2002,11,15,Queensland,-27.673612,153.276436,Carbrook
394,1993,8,1,Queensland,-12.304884,143.055285,Shelburne
395,2010,1,23,Queensland,-24.62513,151.55974,Gindoran
396,1999,8,5,Queensland,-27.200423,152.530461,Crossdale
397,1994,1,27,Queensland,-26.473407,152.909393,Eerwah Vale
398,2005,4,17,Queensland,-18.231232,138.087323,Lawn Hill
399,1993,3,9,Queensland,-27.690071,152.892737,Spring Mountain (Qld)
400,1999,4,20,Queensland,-23.258368,149.751327,Glenroy (Qld)
401,1992,2,1,Queensland,-22.398333,150.278889,
402,1977,1,1,Queensland,-20.848333,144.201111,Hughenden
403,2015,8,29,Queensland,-13.41993,142.54041,Archer River
404,1994,6,1,Queensland,-27.456741,152.542741,Rifle Range
405,1995,3,21,Queensland,-25.873614,152.646665,Bauple Forest
406,1995,3,28,Queensland,-26.962092,152.886205,Elimbah
407,1995,5,17,Queensland,-24.946108,150.971827,Coominglah Forest
408,1994,12,11,Queensland,-17.825971,145.564639,Koombooloomba
409,1998,12,8,Queensland,-19.060844,146.116611,Paluma
410,1992,1,1,Queensland,-27.823401,153.326064,Pimpama
411,2003,2,12,Queensland,-26.72944,153.05778,Sippy Downs
412,2000,3,12,Queensland,-24.827021,149.908205,Warnoah
413,1999,1,15,Queensland,-17.578889,145.473333,Ravenshoe
414,1994,1,8,Queensland,-27.673405,152.842738,Redbank Plains
415,2013,2,22,Queensland,-26.498321,150.221374,Kowguran
416,1978,12,1,Queensland,-13.884489,143.273785,Coen
417,1945,1,1,Queensland,-24.856667,152.342778,Bundaberg North
418,1994,1,1,Queensland,-27.63257,153.095233,Karawatha
419,2012,3,11,Queensland,-27.48433,152.0899,Upper Lockyer
420,1979,4,5,Queensland,-25.644211,152.771922,Tuan Forest
421,2007,2,1,Queensland,-18.227222,142.242778,Croydon (Qld)
422,1993,7,1,Queensland,-27.67341,152.092751,Egypt
423,2012,12,13,Queensland,-25.730993,152.436712,St Mary
424,2016,10,26,Queensland,-13.427637,142.592984,Coen
425,2018,12,28,Queensland,-17.640833,145.463889,Ravenshoe
426,1964,1,1,Queensland,-24.756667,151.167778,Mungungo
427,2000,6,3,Queensland,-24.494787,149.818528,Alberta
428,2011,9,8,Queensland,-16.805967,145.636107,Kuranda
429,1974,1,1,Queensland,-18.998333,146.201111,Paluma
430,2003,2,12,Queensland,-26.73139,153.0575,Palmview
431,2012,12,13,Queensland,-25.639642,152.087349,Boompa
432,2013,3,17,Queensland,-27.033746,153.014196,Elimbah
433,1992,1,1,Queensland,-27.456741,152.542741,Rifle Range
434,1974,1,1,Queensland,-18.531667,146.017778,Long Pocket
435,1995,1,27,Queensland,-25.878599,152.639792,Bauple Forest
436,2002,11,13,Queensland,-27.095887,152.838421,Rocksberg
437,1996,3,12,Queensland,-16.701251,145.345538,Mount Molloy
