,Year,Month,Day,State,Latitude,Longitude,postcode,state_code,Suburb,combined_location
5492,2015,12,8,Queensland,-16.587237,145.238571,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5493,1997,5,19,Queensland,-26.508003,152.552067,4570,QLD,Lake Borumba,"Lake Borumba, 4570, QLD"
5494,1974,1,1,Queensland,-16.673333,145.330278,4871,QLD,Mount Molloy,"Mount Molloy, 4871, QLD"
5495,1962,1,1,Queensland,-15.881667,143.517778,4892,QLD,Palmer,"Palmer, 4892, QLD"
5496,2012,2,1,Queensland,-16.805517,145.636068,4881,QLD,Kuranda,"Kuranda, 4881, QLD"
5497,1959,1,1,Queensland,-27.448333,153.142778,4178,QLD,Wynnum West,"Wynnum West, 4178, QLD"
5498,2001,8,26,Queensland,-24.797561,150.948073,4630,QLD,Coominglah Forest,"Coominglah Forest, 4630, QLD"
5499,1992,9,6,Queensland,-28.106738,152.642745,4310,QLD,Coochin,"Coochin, 4310, QLD"
5500,1996,2,24,Queensland,-25.878599,152.639792,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5501,2000,3,26,Queensland,-25.183309,150.188037,4719,QLD,Cracow,"Cracow, 4719, QLD"
5502,2015,5,9,Queensland,-19.10618,146.23978,4816,QLD,Paluma,"Paluma, 4816, QLD"
5503,2003,6,19,Queensland,-13.915262,143.558322,4892,QLD,Coen,"Coen, 4892, QLD"
5504,2016,1,31,Queensland,-24.124221,151.106904,4680,QLD,Wooderson,"Wooderson, 4680, QLD"
5505,2003,5,11,Queensland,-25.391245,153.034028,4581,QLD,Fraser Island,"Fraser Island, 4581, QLD"
5506,1999,4,20,Queensland,-23.198203,149.775345,4702,QLD,Glenroy,"Glenroy, 4702, QLD"
5507,2011,4,12,Queensland,-19.48694,139.39072,4825,QLD,Gunpowder,"Gunpowder, 4825, QLD"
5508,2014,11,5,Queensland,-11.85012,142.0374,4874,QLD,Mapoon,"Mapoon, 4874, QLD"
5509,1979,1,1,Queensland,-16.006667,144.817778,4871,QLD,Lakeland,"Lakeland, 4871, QLD"
5510,1999,4,20,Queensland,-23.247488,149.752071,4702,QLD,Glenroy,"Glenroy, 4702, QLD"
5511,1993,10,6,Queensland,-27.623405,152.842737,4301,QLD,Collingwood Park,"Collingwood Park, 4301, QLD"
5512,1936,1,1,Queensland,-18.615,146.084444,4850,QLD,Trebonne,"Trebonne, 4850, QLD"
5513,2006,6,13,Queensland,-20.722079,147.669447,4804,QLD,Newlands,"Newlands, 4804, QLD"
5514,1974,1,1,Queensland,-19.648333,147.334444,4807,QLD,Mount Kelly,"Mount Kelly, 4807, QLD"
5515,2015,12,12,Queensland,-24.396819,151.240051,4680,QLD,Boyne Valley,"Boyne Valley, 4680, QLD"
5516,1995,12,11,Queensland,-17.297827,145.425528,4887,QLD,Watsonville,"Watsonville, 4887, QLD"
5517,1997,5,19,Queensland,-26.040078,152.633618,4570,QLD,Curra,"Curra, 4570, QLD"
5518,2007,4,6,Queensland,-25.233813,152.589718,4659,QLD,Burrum Heads,"Burrum Heads, 4659, QLD"
5519,1974,1,1,Queensland,-25.115,152.567778,4660,QLD,Woodgate,"Woodgate, 4660, QLD"
5520,1937,1,1,Queensland,-24.865,152.351111,4670,QLD,Bundaberg Central,"Bundaberg Central, 4670, QLD"
5521,2010,6,2,Queensland,-13.6132,142.76143,4892,QLD,Coen,"Coen, 4892, QLD"
5522,2012,1,14,Queensland,-16.805517,145.636068,4881,QLD,Kuranda,"Kuranda, 4881, QLD"
5523,2004,1,17,Queensland,-28.001548,153.180667,4272,QLD,Tamborine Mountain,"Tamborine Mountain, 4272, QLD"
5524,1993,3,31,Queensland,-11.619832,142.838451,4874,QLD,Shelburne,"Shelburne, 4874, QLD"
5525,1997,2,4,Queensland,-17.630278,145.453056,4888,QLD,Ravenshoe,"Ravenshoe, 4888, QLD"
5526,2014,9,15,Queensland,-16.488206,145.052567,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5527,2000,11,10,Queensland,-27.840056,153.179402,4207,QLD,Cedar Creek,"Cedar Creek, 4207, QLD"
5528,1997,9,8,Queensland,-25.641236,151.998933,4621,QLD,Biggenden,"Biggenden, 4621, QLD"
5529,1995,5,22,Queensland,-24.236717,150.241851,4715,QLD,Greycliffe,"Greycliffe, 4715, QLD"
5530,1993,12,1,Queensland,-27.488683,152.763571,4306,QLD,Lake Manchester,"Lake Manchester, 4306, QLD"
5531,1980,1,1,Queensland,-23.515,148.167778,4720,QLD,Emerald,"Emerald, 4720, QLD"
5532,1994,2,14,Queensland,-27.773401,153.376063,4208,QLD,Southern Moreton Bay Islands,"Southern Moreton Bay Islands, 4208, QLD"
5533,1967,1,1,Queensland,-27.385833,152.930278,4055,QLD,Ferny Hills,"Ferny Hills, 4055, QLD"
5534,2008,6,1,Queensland,-23.421667,144.256111,4730,QLD,Longreach,"Longreach, 4730, QLD"
5535,1997,7,22,Queensland,-24.154421,151.771484,4677,QLD,Eurimbula,"Eurimbula, 4677, QLD"
5536,1977,11,1,Queensland,-26.048407,153.081053,4580,QLD,Cooloola,"Cooloola, 4580, QLD"
5537,2001,9,25,Queensland,-26.798079,151.688491,4615,QLD,Wengenville,"Wengenville, 4615, QLD"
5538,1998,7,20,Queensland,-24.215245,151.573059,4678,QLD,Bororen,"Bororen, 4678, QLD"
5539,2004,2,27,Queensland,-27.923902,153.34322,4214,QLD,Arundel,"Arundel, 4214, QLD"
5540,2011,4,15,Queensland,-19.57424,139.43263,4825,QLD,Gunpowder,"Gunpowder, 4825, QLD"
5541,2013,5,23,Queensland,-16.557625,145.130542,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5542,1974,1,1,Queensland,-18.965,140.534444,4823,QLD,Stokes,"Stokes, 4823, QLD"
5543,1996,1,1,Queensland,-20.531667,148.626111,4800,QLD,Thoopara,"Thoopara, 4800, QLD"
5544,2017,5,23,Queensland,-17.98352,145.4956,4872,QLD,Glen Ruth,"Glen Ruth, 4872, QLD"
5545,1994,11,4,Queensland,-27.573402,153.276063,4164,QLD,Thornlands,"Thornlands, 4164, QLD"
5546,2009,5,26,Queensland,-14.79212,143.235574,4892,QLD,Yarraden,"Yarraden, 4892, QLD"
5547,1994,7,28,Queensland,-26.756739,152.959395,4553,QLD,Mooloolah Valley,"Mooloolah Valley, 4553, QLD"
5548,2021,2,10,Queensland,-17.633333,145.457222,4888,QLD,Ravenshoe,"Ravenshoe, 4888, QLD"
5549,2000,1,1,Queensland,-27.580345,153.430505,4183,QLD,North Stradbroke Island,"North Stradbroke Island, 4183, QLD"
5550,1974,1,1,Queensland,-24.865,152.301111,4670,QLD,Oakwood,"Oakwood, 4670, QLD"
5551,2006,9,10,Queensland,-21.358687,147.833054,4743,QLD,Suttor,"Suttor, 4743, QLD"
5552,1994,1,1,Queensland,-27.641459,153.0719,4117,QLD,Karawatha,"Karawatha, 4117, QLD"
5553,1992,1,22,Queensland,-24.015087,151.476063,4678,QLD,Foreshores,"Foreshores, 4678, QLD"
5554,1994,9,1,Queensland,-25.10675,151.996894,4671,QLD,Duingal,"Duingal, 4671, QLD"
5555,1997,10,20,Queensland,-26.006392,153.050028,4580,QLD,Cooloola,"Cooloola, 4580, QLD"
5556,2007,2,1,Queensland,-26.513778,152.744025,4574,QLD,Moy Pocket,"Moy Pocket, 4574, QLD"
5557,1997,5,19,Queensland,-26.048887,152.669377,4570,QLD,Curra,"Curra, 4570, QLD"
5558,2012,2,25,Queensland,-20.12881,146.88689,4816,QLD,Ravenswood,"Ravenswood, 4816, QLD"
5559,1996,2,21,Queensland,-25.876794,152.643661,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5560,2016,4,19,Queensland,-24.35716,150.962088,4680,QLD,Tablelands,"Tablelands, 4680, QLD"
5561,1995,4,11,Queensland,-28.090071,152.842742,4285,QLD,Kooralbyn,"Kooralbyn, 4285, QLD"
5562,2016,1,6,Queensland,-27.488557,153.11436,4152,QLD,Carina,"Carina, 4152, QLD"
5563,2014,9,14,Queensland,-16.488206,145.052567,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5564,1997,4,24,Queensland,-28.049258,152.383445,4370,QLD,Tregony,"Tregony, 4370, QLD"
5565,2009,8,15,Queensland,-13.000197,142.873052,4892,QLD,Archer River,"Archer River, 4892, QLD"
5566,1992,11,22,Queensland,-26.640077,152.442735,4515,QLD,Jimna,"Jimna, 4515, QLD"
5567,1998,2,15,Queensland,-18.276111,143.239444,4871,QLD,Georgetown,"Georgetown, 4871, QLD"
5568,1992,9,25,Queensland,-27.306741,152.609405,4306,QLD,Dundas,"Dundas, 4306, QLD"
5569,1996,2,29,Queensland,-25.878693,152.626736,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5570,2006,1,13,Queensland,-15.436667,145.182222,4895,QLD,Cooktown,"Cooktown, 4895, QLD"
5571,1997,5,6,Queensland,-26.818028,152.685218,4514,QLD,Bellthorpe,"Bellthorpe, 4514, QLD"
5572,1999,2,23,Queensland,-26.166871,150.447101,4413,QLD,Barakula,"Barakula, 4413, QLD"
5573,2005,2,23,Queensland,-28.122002,153.252031,4211,QLD,Numinbah Valley,"Numinbah Valley, 4211, QLD"
5574,1994,3,16,Queensland,-26.360909,152.635785,4570,QLD,Amamoor Creek,"Amamoor Creek, 4570, QLD"
5575,2001,3,2,Queensland,-18.141389,144.644722,4871,QLD,Mount Surprise,"Mount Surprise, 4871, QLD"
5576,1992,6,3,Queensland,-27.34007,153.076064,4034,QLD,Boondall,"Boondall, 4034, QLD"
5577,1957,1,1,Queensland,-26.948333,152.784444,4514,QLD,Woodford,"Woodford, 4514, QLD"
5578,1996,5,5,Queensland,-27.269167,152.943611,4500,QLD,Joyner,"Joyner, 4500, QLD"
5579,2016,9,11,Queensland,-16.510945,145.032158,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5580,1996,4,11,Queensland,-26.193976,150.611829,4413,QLD,Barakula,"Barakula, 4413, QLD"
5581,2000,3,26,Queensland,-25.183309,150.188037,4719,QLD,Cracow,"Cracow, 4719, QLD"
5582,1990,5,1,Queensland,-23.648421,150.63441,4699,QLD,Bajool,"Bajool, 4699, QLD"
5583,1992,9,1,Queensland,-27.523404,152.959401,4069,QLD,Fig Tree Pocket,"Fig Tree Pocket, 4069, QLD"
5584,2006,5,27,Queensland,-20.653308,147.626629,4804,QLD,Springlands,"Springlands, 4804, QLD"
5585,1994,12,10,Queensland,-17.69962,145.466184,4872,QLD,Koombooloomba,"Koombooloomba, 4872, QLD"
5586,2019,1,31,Queensland,-18.141389,144.645,4871,QLD,Mount Surprise,"Mount Surprise, 4871, QLD"
5587,2006,5,16,Queensland,-20.642663,147.622093,4804,QLD,Springlands,"Springlands, 4804, QLD"
5588,2013,3,29,Queensland,-16.805517,145.636068,4881,QLD,Kuranda,"Kuranda, 4881, QLD"
5589,2000,7,29,Queensland,-19.626855,146.681603,4815,QLD,Granite Vale,"Granite Vale, 4815, QLD"
5590,2000,2,29,Queensland,-23.66886,149.724326,4712,QLD,Duaringa,"Duaringa, 4712, QLD"
5591,1998,4,9,Queensland,-19.13221,146.45762,4816,QLD,Clemant,"Clemant, 4816, QLD"
5592,2018,2,25,Queensland,-26.333406,152.78958,4570,QLD,Traveston,"Traveston, 4570, QLD"
5593,2016,9,5,Queensland,-16.582917,145.126462,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5594,1976,1,1,Queensland,-23.848333,151.267778,4680,QLD,Barney Point,"Barney Point, 4680, QLD"
5595,2013,2,24,Queensland,-26.507625,150.223917,4415,QLD,Kowguran,"Kowguran, 4415, QLD"
5596,2010,6,10,Queensland,-15.461055,142.175536,4892,QLD,Maramie,"Maramie, 4892, QLD"
5597,1998,2,10,Queensland,-22.915103,148.567762,4746,QLD,Middlemount,"Middlemount, 4746, QLD"
5598,2005,11,3,Queensland,-19.3374,146.7031,4815,QLD,Gumlow,"Gumlow, 4815, QLD"
5599,1995,7,2,Queensland,-25.882864,152.63361,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5600,1993,7,14,Queensland,-27.5978,152.9124,4076,QLD,Wacol,"Wacol, 4076, QLD"
5601,2017,3,28,Queensland,-24.021314,151.139222,4680,QLD,Calliope,"Calliope, 4680, QLD"
5602,1997,6,24,Queensland,-25.069184,152.278953,4660,QLD,North Gregory,"North Gregory, 4660, QLD"
5603,1992,11,25,Queensland,-27.706738,152.859404,4306,QLD,White Rock,"White Rock, 4306, QLD"
5604,1937,1,1,Queensland,-19.515,147.105278,4809,QLD,Giru,"Giru, 4809, QLD"
5605,1976,1,1,Queensland,-26.106667,150.167778,4419,QLD,Roche Creek,"Roche Creek, 4419, QLD"
5606,1998,12,1,Queensland,-24.367537,150.97708,4680,QLD,Tablelands,"Tablelands, 4680, QLD"
5607,1995,7,2,Queensland,-25.882864,152.63361,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5608,1980,4,1,Queensland,-27.315071,153.063564,4017,QLD,Sandgate,"Sandgate, 4017, QLD"
5609,1973,1,1,Queensland,-28.131667,153.192778,4211,QLD,Beechmont,"Beechmont, 4211, QLD"
5610,1998,11,14,Queensland,-23.156512,150.752765,4703,QLD,Taroomball,"Taroomball, 4703, QLD"
5611,2019,8,25,Queensland,-27.491125,152.739535,4306,QLD,Kholo,"Kholo, 4306, QLD"
5612,2000,3,26,Queensland,-25.175699,150.203592,4719,QLD,Cracow,"Cracow, 4719, QLD"
5613,2019,8,13,Queensland,-14.957407,145.097274,4895,QLD,Starcke,"Starcke, 4895, QLD"
5614,1994,1,5,Queensland,-27.440071,152.9594,4051,QLD,Enoggera,"Enoggera, 4051, QLD"
5615,2017,10,18,Queensland,-16.65081,145.255845,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5616,2015,4,5,Queensland,-16.805517,145.636068,4881,QLD,Kuranda,"Kuranda, 4881, QLD"
5617,1991,1,1,Queensland,-19.88179,146.184449,4820,QLD,Basalt,"Basalt, 4820, QLD"
5618,2010,10,14,Queensland,-26.59458,153.08833,4564,QLD,Marcoola,"Marcoola, 4564, QLD"
5619,1979,1,1,Queensland,-18.881667,140.467778,4823,QLD,Stokes,"Stokes, 4823, QLD"
5620,1997,12,8,Queensland,-28.116532,152.951183,4285,QLD,Laravale,"Laravale, 4285, QLD"
5621,1998,7,13,Queensland,-23.456784,146.459451,4724,QLD,Alpha,"Alpha, 4724, QLD"
5622,1994,6,2,Queensland,-27.506737,153.0094,4104,QLD,Yeronga,"Yeronga, 4104, QLD"
5623,1973,1,1,Queensland,-26.448333,152.201111,4615,QLD,Elgin Vale,"Elgin Vale, 4615, QLD"
5624,2014,10,1,Queensland,-16.805517,145.636068,4881,QLD,Kuranda,"Kuranda, 4881, QLD"
5625,2000,6,3,Queensland,-24.482244,149.82667,4702,QLD,Alberta,"Alberta, 4702, QLD"
5626,2002,12,29,Queensland,-27.494542,153.431324,4183,QLD,North Stradbroke Island,"North Stradbroke Island, 4183, QLD"
5627,2013,5,24,Queensland,-16.528764,144.997077,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5628,1965,1,1,Queensland,-17.431667,145.934444,4860,QLD,Eubenangee,"Eubenangee, 4860, QLD"
5629,1998,9,17,Queensland,-26.159994,150.399193,4413,QLD,Barakula,"Barakula, 4413, QLD"
5630,1993,6,18,Queensland,-14.741656,142.292965,4892,QLD,Edward River,"Edward River, 4892, QLD"
5631,1971,1,1,Queensland,-26.948333,152.784444,4514,QLD,Woodford,"Woodford, 4514, QLD"
5632,1993,11,17,Queensland,-27.506739,152.742738,4306,QLD,Kholo,"Kholo, 4306, QLD"
5633,1991,8,1,Queensland,-22.795833,150.38,4702,QLD,Shoalwater,"Shoalwater, 4702, QLD"
5634,1974,1,1,Queensland,-25.881667,152.667778,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5635,2014,2,24,Queensland,-15.663889,145.016389,4871,QLD,Lakeland,"Lakeland, 4871, QLD"
5636,1999,12,20,Queensland,-17.598611,145.466389,4888,QLD,Ravenshoe,"Ravenshoe, 4888, QLD"
5637,2015,8,30,Queensland,-13.403208,142.507288,4892,QLD,Archer River,"Archer River, 4892, QLD"
5638,2016,3,16,Queensland,-13.3762,142.66545,4892,QLD,Archer River,"Archer River, 4892, QLD"
5639,2002,8,31,Queensland,-18.240411,145.340825,4872,QLD,Kirrama,"Kirrama, 4872, QLD"
5640,1996,5,4,Queensland,-26.895833,152.959167,4518,QLD,Glass House Mountains,"Glass House Mountains, 4518, QLD"
5641,2001,10,26,Queensland,-27.639722,152.853333,4301,QLD,Collingwood Park,"Collingwood Park, 4301, QLD"
5642,1978,7,11,Queensland,-17.725154,145.610038,4872,QLD,Koombooloomba,"Koombooloomba, 4872, QLD"
5643,2003,1,10,Queensland,-28.230793,153.361578,4223,QLD,Currumbin Valley,"Currumbin Valley, 4223, QLD"
5644,1983,10,1,Queensland,-19.231786,146.751104,4810,QLD,Town Common,"Town Common, 4810, QLD"
5645,1992,7,23,Queensland,-27.40674,152.626072,4306,QLD,Wivenhoe Pocket,"Wivenhoe Pocket, 4306, QLD"
5646,1994,1,3,Queensland,-28.040068,153.176069,4275,QLD,Witheren,"Witheren, 4275, QLD"
5647,1992,6,20,Queensland,-27.906739,152.65941,4309,QLD,Obum Obum,"Obum Obum, 4309, QLD"
5648,2016,9,6,Queensland,-16.582917,145.126462,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5649,2002,12,12,Queensland,-24.932146,151.030273,4630,QLD,Coominglah Forest,"Coominglah Forest, 4630, QLD"
5650,2014,2,22,Queensland,-26.42684,150.13561,4415,QLD,Gurulmundi,"Gurulmundi, 4415, QLD"
5651,1993,1,5,Queensland,-27.323404,153.026065,4017,QLD,Bracken Ridge,"Bracken Ridge, 4017, QLD"
5652,2007,4,16,Queensland,-19.073276,146.010933,4816,QLD,Paluma,"Paluma, 4816, QLD"
5653,2004,3,5,Queensland,-20.438056,140.704306,4824,QLD,Cloncurry,"Cloncurry, 4824, QLD"
5654,2019,2,12,Queensland,-25.94675,152.774667,4570,QLD,Neerdie,"Neerdie, 4570, QLD"
5655,2005,1,20,Queensland,-26.836249,152.81335,4514,QLD,Cedarton,"Cedarton, 4514, QLD"
5656,2007,1,31,Queensland,-16.519317,145.146242,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5657,2019,2,7,Queensland,-26.356103,152.844315,4568,QLD,Pomona,"Pomona, 4568, QLD"
5658,1995,4,11,Queensland,-28.09007,152.859408,4285,QLD,Kooralbyn,"Kooralbyn, 4285, QLD"
5659,1981,11,5,Queensland,-24.265086,151.655228,4677,QLD,Mount Tom,"Mount Tom, 4677, QLD"
5660,1993,8,25,Queensland,-27.440077,152.159414,4352,QLD,Palmtree,"Palmtree, 4352, QLD"
5661,1997,7,21,Queensland,-24.183815,151.818308,4677,QLD,Eurimbula,"Eurimbula, 4677, QLD"
5662,1994,5,21,Queensland,-26.964973,152.951071,4517,QLD,Beerburrum,"Beerburrum, 4517, QLD"
5663,1974,1,1,Queensland,-22.848333,150.634444,4703,QLD,Byfield,"Byfield, 4703, QLD"
5664,1993,2,11,Queensland,-26.790072,152.992728,4550,QLD,Landsborough,"Landsborough, 4550, QLD"
5665,1999,3,23,Queensland,-26.022647,151.629515,4612,QLD,Wigton,"Wigton, 4612, QLD"
5666,2000,11,20,Queensland,-28.027005,152.51997,4309,QLD,Moogerah,"Moogerah, 4309, QLD"
5667,2008,2,1,Queensland,-24.408652,151.048644,4680,QLD,Boyne Valley,"Boyne Valley, 4680, QLD"
5668,1990,11,13,Queensland,-19.338333,146.924722,4816,QLD,Nome,"Nome, 4816, QLD"
5669,1992,9,19,Queensland,-27.706737,152.942736,4124,QLD,Greenbank,"Greenbank, 4124, QLD"
5670,2008,10,25,Queensland,-13.42065,142.54179,4892,QLD,Archer River,"Archer River, 4892, QLD"
5671,2001,3,19,Queensland,-24.47787,148.524723,4722,QLD,Albinia,"Albinia, 4722, QLD"
5672,2005,2,4,Queensland,-26.885896,152.80471,4514,QLD,Cedarton,"Cedarton, 4514, QLD"
5673,2006,5,26,Queensland,-20.631333,147.616893,4804,QLD,Springlands,"Springlands, 4804, QLD"
5674,2014,1,25,Queensland,-25.345694,149.053917,4420,QLD,Glenhaughton,"Glenhaughton, 4420, QLD"
5675,1996,4,28,Queensland,-27.59033,152.524844,4340,QLD,Tallegalla,"Tallegalla, 4340, QLD"
5676,2018,2,3,Queensland,-26.360986,152.85651,4568,QLD,Pomona,"Pomona, 4568, QLD"
5677,2002,3,31,Queensland,-19.10693,146.50443,4816,QLD,Clemant,"Clemant, 4816, QLD"
5678,2004,2,15,Queensland,-18.097222,144.496389,4871,QLD,Mount Surprise,"Mount Surprise, 4871, QLD"
5679,1994,3,10,Queensland,-24.46214,150.903589,4715,QLD,Valentine Plains,"Valentine Plains, 4715, QLD"
5680,2006,7,2,Queensland,-20.807526,147.748494,4804,QLD,Newlands,"Newlands, 4804, QLD"
5681,1972,1,1,Queensland,-28.094167,153.451111,4220,QLD,Burleigh Heads,"Burleigh Heads, 4220, QLD"
5682,2018,12,19,Queensland,-26.71844,153.02438,4556,QLD,Tanawha,"Tanawha, 4556, QLD"
5683,1993,9,1,Queensland,-27.423405,152.859402,4520,QLD,Enoggera Reservoir,"Enoggera Reservoir, 4520, QLD"
5684,1997,10,14,Queensland,-19.0625,146.44005,4816,QLD,Clemant,"Clemant, 4816, QLD"
5685,2012,2,22,Queensland,-20.13239,146.89354,4816,QLD,Ravenswood,"Ravenswood, 4816, QLD"
5686,1996,2,21,Queensland,-25.876794,152.643661,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
5687,1996,7,17,Queensland,-23.039541,150.148151,4702,QLD,Canoona,"Canoona, 4702, QLD"
5688,1979,1,1,Queensland,-13.773333,143.126111,4892,QLD,Coen,"Coen, 4892, QLD"
5689,1974,1,1,Queensland,-27.915,152.684444,4310,QLD,Roadvale,"Roadvale, 4310, QLD"
5690,2015,8,30,Queensland,-13.42332,142.49226,4892,QLD,Archer River,"Archer River, 4892, QLD"
5691,2013,5,22,Queensland,-16.543571,145.128185,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5692,2020,2,23,Queensland,-25.69673,152.62002,4650,QLD,Owanyilla,"Owanyilla, 4650, QLD"
5693,1974,1,1,Queensland,-27.398333,152.784444,4520,QLD,Mount Nebo,"Mount Nebo, 4520, QLD"
5694,1994,1,27,Queensland,-26.490073,152.909393,4562,QLD,Eerwah Vale,"Eerwah Vale, 4562, QLD"
5695,1981,1,1,Queensland,-27.777567,153.363563,4208,QLD,Jacobs Well,"Jacobs Well, 4208, QLD"
5696,2002,3,9,Queensland,-16.992778,144.303889,4871,QLD,Rookwood,"Rookwood, 4871, QLD"
5697,1970,1,1,Queensland,-26.115,150.867778,4413,QLD,Kragra,"Kragra, 4413, QLD"
5698,1997,9,8,Queensland,-26.369574,151.908709,4608,QLD,Charlestown,"Charlestown, 4608, QLD"
5699,1993,8,31,Queensland,-27.506738,152.926068,4069,QLD,Brookfield,"Brookfield, 4069, QLD"
5700,1995,6,1,Queensland,-26.770464,153.042301,4553,QLD,Glenview,"Glenview, 4553, QLD"
5701,1995,7,3,Queensland,-25.153619,152.140015,4671,QLD,Booyal,"Booyal, 4671, QLD"
5702,2016,9,1,Queensland,-16.678583,145.256353,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5703,1980,1,1,Queensland,-20.473333,148.734444,4800,QLD,Conway,"Conway, 4800, QLD"
5704,2016,5,30,Queensland,-19.19306,145.91713,4816,QLD,Paluma,"Paluma, 4816, QLD"
5705,1972,1,1,Queensland,-26.665,152.001111,4615,QLD,Nanango,"Nanango, 4615, QLD"
5706,2010,1,11,Queensland,-27.485835,152.082153,4352,QLD,Upper Lockyer,"Upper Lockyer, 4352, QLD"
5707,1994,1,16,Queensland,-27.606738,152.87607,4301,QLD,Redbank,"Redbank, 4301, QLD"
5708,1999,4,12,Queensland,-23.309685,150.147386,4702,QLD,Morinish,"Morinish, 4702, QLD"
5709,1937,1,1,Queensland,-24.865,152.351111,4670,QLD,Bundaberg Central,"Bundaberg Central, 4670, QLD"
5710,1974,1,1,Queensland,-14.748333,141.751111,4892,QLD,Pormpuraaw,"Pormpuraaw, 4892, QLD"
5711,1993,5,18,Queensland,-12.633161,143.411114,4892,QLD,Iron Range,"Iron Range, 4892, QLD"
5712,1978,7,12,Queensland,-17.742422,145.62405,4854,QLD,Cardstone,"Cardstone, 4854, QLD"
5713,1994,2,1,Queensland,-26.540072,153.076058,4573,QLD,Coolum Beach,"Coolum Beach, 4573, QLD"
5714,1981,1,1,Queensland,-27.073406,152.917731,4510,QLD,Bellmere,"Bellmere, 4510, QLD"
5715,1974,1,1,Queensland,-21.448333,147.934444,4742,QLD,Eaglefield,"Eaglefield, 4742, QLD"
5716,2000,10,25,Queensland,-28.120556,153.442778,4221,QLD,Elanora,"Elanora, 4221, QLD"
5717,2021,3,19,Queensland,-26.183452,152.755259,4570,QLD,Greens Creek,"Greens Creek, 4570, QLD"
5718,2003,6,22,Queensland,-13.936765,143.555682,4892,QLD,Coen,"Coen, 4892, QLD"
5719,2006,11,5,Queensland,-21.764722,147.922437,4744,QLD,Moranbah,"Moranbah, 4744, QLD"
5720,1994,1,1,Queensland,-26.377573,153.02189,4565,QLD,Tewantin,"Tewantin, 4565, QLD"
5721,2001,12,14,Queensland,-17.377778,145.281944,4887,QLD,Watsonville,"Watsonville, 4887, QLD"
5722,1959,1,1,Queensland,-27.456667,153.151111,4178,QLD,Wynnum West,"Wynnum West, 4178, QLD"
5723,1954,1,1,Queensland,-26.881667,153.034444,4519,QLD,Coochin Creek,"Coochin Creek, 4519, QLD"
5724,2000,10,4,Queensland,-27.427647,152.840197,4520,QLD,Enoggera Reservoir,"Enoggera Reservoir, 4520, QLD"
5725,1968,1,1,Queensland,-23.248333,149.601111,4702,QLD,Balcomba,"Balcomba, 4702, QLD"
5726,1992,1,1,Queensland,-24.160921,151.085791,4680,QLD,Wooderson,"Wooderson, 4680, QLD"
5727,1980,1,1,Queensland,-25.481667,150.001111,4420,QLD,Spring Creek,"Spring Creek, 4420, QLD"
5728,2014,1,31,Queensland,-27.555667,151.967467,4350,QLD,East Toowoomba,"East Toowoomba, 4350, QLD"
5729,2001,8,7,Queensland,-18.28549,146.103199,4849,QLD,Hinchinbrook,"Hinchinbrook, 4849, QLD"
5730,1999,2,27,Queensland,-26.223488,150.587623,4413,QLD,Barakula,"Barakula, 4413, QLD"
5731,2003,4,22,Queensland,-27.6036,153.2176,4165,QLD,Mount Cotton,"Mount Cotton, 4165, QLD"
5732,1979,1,1,Queensland,-26.731667,151.971944,4615,QLD,South Nanango,"South Nanango, 4615, QLD"
5733,1992,8,26,Queensland,-26.756738,153.126059,4575,QLD,Wurtulla,"Wurtulla, 4575, QLD"
5734,1993,10,26,Queensland,-27.906735,153.176068,4272,QLD,Tamborine Mountain,"Tamborine Mountain, 4272, QLD"
5735,2017,12,27,Queensland,-16.298528,145.091214,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
5736,2015,12,12,Queensland,-24.381837,151.136537,4680,QLD,Boyne Valley,"Boyne Valley, 4680, QLD"
5737,1993,12,8,Queensland,-27.373403,153.092731,4014,QLD,Nudgee,"Nudgee, 4014, QLD"
5738,1997,9,8,Queensland,-26.358872,151.962927,4608,QLD,Charlestown,"Charlestown, 4608, QLD"
5739,2008,1,7,Queensland,-28.103874,152.915187,4285,QLD,Tamrookum,"Tamrookum, 4285, QLD"
5740,2001,10,23,Queensland,-27.632219,153.087886,4117,QLD,Karawatha,"Karawatha, 4117, QLD"
