,Year,Month,Day,State,Latitude,Longitude,postcode,state_code,Suburb,combined_location
0,2002,2,25,Queensland,-25.434727,149.137989,4420,QLD,Glenhaughton,"Glenhaughton, 4420, QLD"
1,1992,11,24,Queensland,-27.981739,152.621911,4310,QLD,Mount French,"Mount French, 4310, QLD"
2,2003,4,5,Queensland,-26.838766,152.87807,4519,QLD,Peachester,"Peachester, 4519, QLD"
3,1969,1,1,Queensland,-25.315,150.017778,4420,QLD,Spring Creek,"Spring Creek, 4420, QLD"
4,2007,1,17,Queensland,-17.167354,145.529984,4872,QLD,Tinaroo,"Tinaroo, 4872, QLD"
5,1993,10,13,Queensland,-27.640069,153.176065,4128,QLD,Shailer Park,"Shailer Park, 4128, QLD"
6,2002,3,19,Queensland,-26.726623,152.619983,4552,QLD,Conondale,"Conondale, 4552, QLD"
7,1993,8,28,Queensland,-27.490076,152.276079,4343,QLD,Vinegar Hill,"Vinegar Hill, 4343, QLD"
8,1998,10,18,Queensland,-19.13221,146.45762,4816,QLD,Clemant,"Clemant, 4816, QLD"
9,1982,1,1,Queensland,-20.5121,148.6811,4800,QLD,Goorganga Plains,"Goorganga Plains, 4800, QLD"
10,1993,1,16,Queensland,-27.623405,152.759405,4305,QLD,Ipswich,"Ipswich, 4305, QLD"
11,2015,8,29,Queensland,-13.411185,142.609833,4892,QLD,Coen,"Coen, 4892, QLD"
12,1990,1,1,Queensland,-27.419234,153.442726,4183,QLD,North Stradbroke Island,"North Stradbroke Island, 4183, QLD"
13,2002,3,9,Queensland,-17.123611,144.435833,4871,QLD,Chillagoe,"Chillagoe, 4871, QLD"
14,1976,1,1,Queensland,-21.281667,144.634444,4821,QLD,Prairie,"Prairie, 4821, QLD"
15,1997,6,13,Queensland,-25.926176,152.205278,4600,QLD,Mudlo,"Mudlo, 4600, QLD"
16,2010,9,14,Queensland,-19.02262,146.09799,4816,QLD,Paluma,"Paluma, 4816, QLD"
17,2015,8,29,Queensland,-13.42332,142.49226,4892,QLD,Archer River,"Archer River, 4892, QLD"
18,1994,3,1,Queensland,-26.781747,151.913578,4615,QLD,Tarong,"Tarong, 4615, QLD"
19,1995,1,27,Queensland,-25.878599,152.639792,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
20,1993,5,1,Queensland,-26.773405,153.109392,4551,QLD,Meridan Plains,"Meridan Plains, 4551, QLD"
21,1995,4,21,Queensland,-26.859748,153.036753,4519,QLD,Coochin Creek,"Coochin Creek, 4519, QLD"
22,2005,1,28,Queensland,-26.832273,152.898398,4519,QLD,Peachester,"Peachester, 4519, QLD"
23,2002,6,6,Queensland,-24.475905,151.895225,4674,QLD,Baffle Creek,"Baffle Creek, 4674, QLD"
24,1971,1,1,Queensland,-20.865,144.601111,4821,QLD,Prairie,"Prairie, 4821, QLD"
25,2015,2,14,Queensland,-27.67821,152.08725,4344,QLD,Egypt,"Egypt, 4344, QLD"
26,2005,12,12,Queensland,-26.835876,152.878531,4519,QLD,Crohamhurst,"Crohamhurst, 4519, QLD"
27,2006,3,20,Queensland,-20.455585,147.303505,4804,QLD,Mount Wyatt,"Mount Wyatt, 4804, QLD"
28,1974,1,1,Queensland,-21.948333,143.551111,4733,QLD,Corfield,"Corfield, 4733, QLD"
29,1993,7,31,Queensland,-15.369155,141.963304,4892,QLD,Maramie,"Maramie, 4892, QLD"
30,2007,10,3,Queensland,-25.633981,152.136751,4621,QLD,Boompa,"Boompa, 4621, QLD"
31,2021,2,12,Queensland,-25.561955,152.675433,4650,QLD,Tinana,"Tinana, 4650, QLD"
32,1936,1,1,Queensland,-17.565,146.017778,4860,QLD,Mundoo,"Mundoo, 4860, QLD"
33,1993,2,1,Queensland,-27.690071,152.92607,4300,QLD,Springfield Lakes,"Springfield Lakes, 4300, QLD"
34,1996,5,3,Queensland,-27.400278,152.805833,4520,QLD,Jollys Lookout,"Jollys Lookout, 4520, QLD"
35,1992,1,1,Queensland,-27.823401,153.342731,4209,QLD,Pimpama,"Pimpama, 4209, QLD"
36,2003,9,2,Queensland,-25.457269,152.631358,4650,QLD,Duckinwilla,"Duckinwilla, 4650, QLD"
37,2005,2,13,Queensland,-26.883195,152.810755,4514,QLD,Stanmore,"Stanmore, 4514, QLD"
38,1992,3,1,Queensland,-26.398409,152.623285,4570,QLD,Kandanga Creek,"Kandanga Creek, 4570, QLD"
39,1993,4,30,Queensland,-27.590071,152.909403,4076,QLD,Wacol,"Wacol, 4076, QLD"
40,1994,1,1,Queensland,-27.61257,153.084956,4112,QLD,Kuraby,"Kuraby, 4112, QLD"
41,2012,2,6,Queensland,-26.926992,150.299152,4413,QLD,Wieambilla,"Wieambilla, 4413, QLD"
42,1995,1,18,Queensland,-25.875001,152.623992,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
43,2001,3,17,Queensland,-17.940556,141.755278,4871,QLD,Blackbull,"Blackbull, 4871, QLD"
44,2011,8,25,Queensland,-25.214167,152.607611,4659,QLD,Burrum Heads,"Burrum Heads, 4659, QLD"
45,1997,8,4,Queensland,-26.566433,152.809279,4574,QLD,Gheerulla,"Gheerulla, 4574, QLD"
46,1996,5,31,Queensland,-27.457824,153.520065,4183,QLD,North Stradbroke Island,"North Stradbroke Island, 4183, QLD"
47,2000,10,24,Queensland,-13.619167,143.131111,4892,QLD,Coen,"Coen, 4892, QLD"
48,1992,9,25,Queensland,-27.173409,152.359408,4313,QLD,Biarra,"Biarra, 4313, QLD"
49,1964,1,1,Queensland,-27.415,152.967778,4053,QLD,Mitchelton,"Mitchelton, 4053, QLD"
50,1995,1,18,Queensland,-25.875001,152.623992,4650,QLD,Bauple Forest,"Bauple Forest, 4650, QLD"
51,1936,1,1,Queensland,-17.531796,146.034436,4860,QLD,East Innisfail,"East Innisfail, 4860, QLD"
52,1972,1,1,Queensland,-23.581667,148.884444,4717,QLD,Blackwater,"Blackwater, 4717, QLD"
53,1991,1,1,Queensland,-27.498404,153.017733,4067,QLD,St Lucia,"St Lucia, 4067, QLD"
54,1994,12,18,Queensland,-26.573406,152.909394,4560,QLD,Kiamba,"Kiamba, 4560, QLD"
55,1994,1,19,Queensland,-28.306737,152.842744,4287,QLD,Running Creek,"Running Creek, 4287, QLD"
56,1991,3,21,Queensland,-26.763686,152.622456,4515,QLD,Jimna,"Jimna, 4515, QLD"
57,2018,6,24,Queensland,-26.896798,151.284398,4406,QLD,Jimbour East,"Jimbour East, 4406, QLD"
58,2005,1,12,Queensland,-27.594956,152.85746,4070,QLD,Moggill,"Moggill, 4070, QLD"
59,2001,1,22,Queensland,-17.455278,140.848889,4891,QLD,Karumba,"Karumba, 4891, QLD"
60,1995,4,11,Queensland,-28.073404,152.842741,4285,QLD,Kooralbyn,"Kooralbyn, 4285, QLD"
61,1993,12,8,Queensland,-27.423403,153.126064,4008,QLD,Pinkenba,"Pinkenba, 4008, QLD"
62,2008,4,23,Queensland,-16.533625,145.036115,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
63,1940,1,1,Queensland,-17.998333,145.934444,4854,QLD,Euramo,"Euramo, 4854, QLD"
64,2015,5,21,Queensland,-12.713028,143.288611,4892,QLD,Iron Range,"Iron Range, 4892, QLD"
65,2017,3,28,Queensland,-24.046771,151.00409,4680,QLD,Mount Alma,"Mount Alma, 4680, QLD"
66,1980,3,1,Queensland,-27.448403,153.159397,4178,QLD,Wynnum West,"Wynnum West, 4178, QLD"
67,1964,1,1,Queensland,-26.398333,151.251111,4610,QLD,Durong,"Durong, 4610, QLD"
68,2001,10,17,Queensland,-22.662008,148.291699,4745,QLD,Dysart,"Dysart, 4745, QLD"
69,2003,1,20,Queensland,-25.034293,149.684927,4420,QLD,Ghinghinda,"Ghinghinda, 4420, QLD"
70,1973,1,1,Queensland,-24.331667,149.584444,4702,QLD,Mimosa,"Mimosa, 4702, QLD"
71,1993,12,8,Queensland,-27.356737,153.109397,4008,QLD,Brisbane Airport,"Brisbane Airport, 4008, QLD"
72,2018,2,24,Queensland,-27.126846,152.962596,4505,QLD,Burpengary,"Burpengary, 4505, QLD"
73,1992,9,6,Queensland,-27.256738,152.992732,4503,QLD,Kallangur,"Kallangur, 4503, QLD"
74,2003,2,18,Queensland,-20.384185,148.665512,4800,QLD,Preston,"Preston, 4800, QLD"
75,2015,12,16,Queensland,-24.367748,150.909565,4680,QLD,Tablelands,"Tablelands, 4680, QLD"
76,1970,1,1,Queensland,-23.248333,150.201111,4702,QLD,Morinish,"Morinish, 4702, QLD"
77,1999,4,20,Queensland,-23.258368,149.751327,4702,QLD,Glenroy,"Glenroy, 4702, QLD"
78,1992,9,28,Queensland,-27.673403,153.076067,4117,QLD,Berrinba,"Berrinba, 4117, QLD"
79,1997,7,14,Queensland,-24.663877,151.964208,4674,QLD,Rosedale,"Rosedale, 4674, QLD"
80,1969,1,1,Queensland,-23.248333,150.684444,4702,QLD,Cawarral,"Cawarral, 4702, QLD"
81,2014,12,16,Queensland,-16.589971,145.228546,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
82,1997,2,22,Queensland,-24.395573,151.049585,4680,QLD,Boyne Valley,"Boyne Valley, 4680, QLD"
83,2006,3,2,Queensland,-26.832589,153.085395,4551,QLD,Pelican Waters,"Pelican Waters, 4551, QLD"
84,1997,8,11,Queensland,-26.782974,152.190528,4314,QLD,Linville,"Linville, 4314, QLD"
85,1980,3,1,Queensland,-27.51507,153.105232,4152,QLD,Carindale,"Carindale, 4152, QLD"
86,1974,1,1,Queensland,-18.598333,146.201111,4850,QLD,Foresthome,"Foresthome, 4850, QLD"
87,1982,6,9,Queensland,-24.315085,151.955224,4674,QLD,Deepwater,"Deepwater, 4674, QLD"
88,1991,8,1,Queensland,-22.505556,150.168333,4702,QLD,Shoalwater,"Shoalwater, 4702, QLD"
89,1973,1,1,Queensland,-27.606667,152.667778,4306,QLD,Walloon,"Walloon, 4306, QLD"
90,1997,6,6,Queensland,-26.825633,152.678525,4514,QLD,Bellthorpe,"Bellthorpe, 4514, QLD"
91,2010,11,21,Queensland,-18.280257,142.621953,4871,QLD,Gilbert River,"Gilbert River, 4871, QLD"
92,1994,3,13,Queensland,-27.490076,152.276079,4343,QLD,Vinegar Hill,"Vinegar Hill, 4343, QLD"
93,2015,9,14,Queensland,-13.001318,142.868168,4892,QLD,Archer River,"Archer River, 4892, QLD"
94,2002,9,2,Queensland,-18.2943,145.337492,4872,QLD,Wairuna,"Wairuna, 4872, QLD"
95,1996,4,16,Queensland,-17.304217,145.399416,4887,QLD,Watsonville,"Watsonville, 4887, QLD"
96,2015,12,8,Queensland,-16.59003,145.228409,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
97,2009,12,18,Queensland,-17.966113,146.01727,4854,QLD,Lower Tully,"Lower Tully, 4854, QLD"
98,1993,3,9,Queensland,-27.690071,152.876071,4300,QLD,Spring Mountain,"Spring Mountain, 4300, QLD"
99,1993,7,14,Queensland,-27.590071,152.909403,4076,QLD,Wacol,"Wacol, 4076, QLD"
100,1999,3,23,Queensland,-26.040272,151.620186,4612,QLD,Wigton,"Wigton, 4612, QLD"
101,1965,1,1,Queensland,-24.198333,150.367778,4702,QLD,Jambin,"Jambin, 4702, QLD"
102,1937,1,1,Queensland,-21.148433,149.184417,4740,QLD,Mackay,"Mackay, 4740, QLD"
103,1993,1,30,Queensland,-28.040068,153.242734,4211,QLD,Lower Beechmont,"Lower Beechmont, 4211, QLD"
104,1970,1,1,Queensland,-26.048406,153.117719,4580,QLD,Cooloola,"Cooloola, 4580, QLD"
105,2007,5,9,Queensland,-16.649663,145.260764,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
106,2000,3,6,Queensland,-24.020266,149.867796,4702,QLD,Kokotungo,"Kokotungo, 4702, QLD"
107,2005,1,18,Queensland,-17.718333,141.026667,4890,QLD,Normanton,"Normanton, 4890, QLD"
108,1963,1,1,Queensland,-27.448333,153.184444,4179,QLD,Manly,"Manly, 4179, QLD"
109,1962,1,1,Queensland,-23.406667,150.580278,4701,QLD,Nerimbera,"Nerimbera, 4701, QLD"
110,1992,11,1,Queensland,-23.803977,151.074681,4694,QLD,Aldoga,"Aldoga, 4694, QLD"
111,1980,1,1,Queensland,-26.998404,153.138561,4507,QLD,Welsby,"Welsby, 4507, QLD"
112,1994,4,7,Queensland,-26.965073,152.888564,4516,QLD,Elimbah,"Elimbah, 4516, QLD"
113,1983,1,31,Queensland,-23.523421,150.323303,4702,QLD,Stanwell,"Stanwell, 4702, QLD"
114,2009,1,16,Queensland,-27.401389,152.788333,4520,QLD,Mount Nebo,"Mount Nebo, 4520, QLD"
115,1982,3,30,Queensland,-24.390084,151.967724,4674,QLD,Deepwater,"Deepwater, 4674, QLD"
116,1993,1,7,Queensland,-27.623404,152.909403,4300,QLD,Camira,"Camira, 4300, QLD"
117,2005,8,16,Queensland,-15.464722,145.198056,4895,QLD,Cooktown,"Cooktown, 4895, QLD"
118,1997,4,19,Queensland,-23.681772,148.101104,4702,QLD,Gindie,"Gindie, 4702, QLD"
119,1993,7,14,Queensland,-27.590071,152.909403,4076,QLD,Wacol,"Wacol, 4076, QLD"
120,1960,1,1,Queensland,-17.598333,145.851111,4860,QLD,East Palmerston,"East Palmerston, 4860, QLD"
121,1992,12,1,Queensland,-27.523404,152.959401,4069,QLD,Fig Tree Pocket,"Fig Tree Pocket, 4069, QLD"
122,2007,7,11,Queensland,-17.56531,143.797263,4871,QLD,Bulleringa,"Bulleringa, 4871, QLD"
123,1997,8,14,Queensland,-26.771762,152.178186,4314,QLD,Linville,"Linville, 4314, QLD"
124,1997,10,23,Queensland,-26.048023,153.03825,4580,QLD,Cooloola,"Cooloola, 4580, QLD"
125,1972,1,1,Queensland,-26.531667,151.134444,4410,QLD,Darr Creek,"Darr Creek, 4410, QLD"
126,1993,3,1,Queensland,-26.401739,153.084389,4567,QLD,Noosa Heads,"Noosa Heads, 4567, QLD"
127,2002,11,15,Queensland,-27.665933,153.26576,4130,QLD,Carbrook,"Carbrook, 4130, QLD"
128,1993,10,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
129,1993,12,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
130,1994,12,7,Queensland,-26.656738,153.076059,4558,QLD,Maroochydore,"Maroochydore, 4558, QLD"
131,2002,11,13,Queensland,-27.061667,152.871326,4512,QLD,Wamuran,"Wamuran, 4512, QLD"
132,1950,1,1,Queensland,-25.581667,152.667778,4650,QLD,Tinana South,"Tinana South, 4650, QLD"
133,2007,2,1,Queensland,-26.467309,152.756397,4570,QLD,Bollier,"Bollier, 4570, QLD"
134,1988,4,1,Queensland,-27.490071,152.959401,4066,QLD,Mount Coot-tha,"Mount Coot-tha, 4066, QLD"
135,1999,3,23,Queensland,-26.01426,151.623797,4612,QLD,Wigton,"Wigton, 4612, QLD"
136,2000,2,26,Queensland,-23.636019,149.756327,4712,QLD,Duaringa,"Duaringa, 4712, QLD"
137,1979,1,1,Queensland,-17.948333,141.367778,4890,QLD,Normanton,"Normanton, 4890, QLD"
138,2016,9,2,Queensland,-16.659126,145.24759,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
139,2006,7,13,Queensland,-20.861677,147.776224,4804,QLD,Newlands,"Newlands, 4804, QLD"
140,2001,3,18,Queensland,-17.779444,140.891111,4890,QLD,Normanton,"Normanton, 4890, QLD"
141,1997,9,29,Queensland,-26.675662,152.300861,4314,QLD,Avoca Vale,"Avoca Vale, 4314, QLD"
142,2015,9,18,Queensland,-17.58538,143.81407,4871,QLD,Bulleringa,"Bulleringa, 4871, QLD"
143,2001,11,14,Queensland,-18.866667,146.129167,4850,QLD,Yuruga,"Yuruga, 4850, QLD"
144,1961,1,1,Queensland,-25.448333,150.467778,4627,QLD,Eidsvold West,"Eidsvold West, 4627, QLD"
145,1994,8,1,Queensland,-25.332577,152.78244,4655,QLD,Walligan,"Walligan, 4655, QLD"
146,2007,4,21,Queensland,-19.161871,146.057914,4816,QLD,Paluma,"Paluma, 4816, QLD"
147,2018,5,9,Queensland,-21.931389,148.714722,4742,QLD,Oxford,"Oxford, 4742, QLD"
148,1992,12,6,Queensland,-27.323406,152.742736,4306,QLD,England Creek,"England Creek, 4306, QLD"
149,1997,2,10,Queensland,-26.309197,152.36158,4601,QLD,Wrattens Forest,"Wrattens Forest, 4601, QLD"
150,1998,1,1,Queensland,-26.20674,151.873287,4606,QLD,Wheatlands,"Wheatlands, 4606, QLD"
151,1994,5,13,Queensland,-21.227619,148.686363,4741,QLD,Pinnacle,"Pinnacle, 4741, QLD"
152,1960,1,1,Queensland,-26.34,152.705278,4570,QLD,Amamoor,"Amamoor, 4570, QLD"
153,1991,6,15,Queensland,-27.256738,152.976065,4503,QLD,Kallangur,"Kallangur, 4503, QLD"
154,2015,8,29,Queensland,-13.411185,142.609833,4892,QLD,Coen,"Coen, 4892, QLD"
155,1994,11,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
156,1993,7,30,Queensland,-15.623658,141.563475,4892,QLD,Yagoonya,"Yagoonya, 4892, QLD"
157,2020,9,28,Queensland,-27.58229,151.978697,4350,QLD,Rangeville,"Rangeville, 4350, QLD"
158,1997,12,8,Queensland,-28.19089,153.095114,4285,QLD,Kerry,"Kerry, 4285, QLD"
159,1994,1,5,Queensland,-26.862294,152.992728,4519,QLD,Beerwah,"Beerwah, 4519, QLD"
160,2017,3,4,Queensland,-27.4426,152.94914,4061,QLD,The Gap,"The Gap, 4061, QLD"
161,1998,2,19,Queensland,-24.979052,152.049617,4671,QLD,Bullyard,"Bullyard, 4671, QLD"
162,1972,1,1,Queensland,-26.898333,152.784444,4514,QLD,Stanmore,"Stanmore, 4514, QLD"
163,1974,1,1,Queensland,-25.948333,152.601111,4570,QLD,Glenwood,"Glenwood, 4570, QLD"
164,1968,1,1,Queensland,-23.748333,150.117778,4702,QLD,Pheasant Creek,"Pheasant Creek, 4702, QLD"
165,1999,4,20,Queensland,-23.20996,149.79084,4702,QLD,Glenroy,"Glenroy, 4702, QLD"
166,2011,6,21,Queensland,-17.04396,141.30338,4890,QLD,Howitt,"Howitt, 4890, QLD"
167,1982,2,4,Queensland,-24.181752,151.834391,4677,QLD,Eurimbula,"Eurimbula, 4677, QLD"
168,1992,9,23,Queensland,-26.656738,153.076059,4558,QLD,Maroochydore,"Maroochydore, 4558, QLD"
169,1991,1,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
170,1993,3,9,Queensland,-27.656737,152.92607,4124,QLD,Greenbank,"Greenbank, 4124, QLD"
171,2016,9,16,Queensland,-10.99359,142.11269,4876,QLD,Injinoo,"Injinoo, 4876, QLD"
172,1996,5,18,Queensland,-27.593007,152.515713,4340,QLD,Woolshed,"Woolshed, 4340, QLD"
173,2015,12,8,Queensland,-16.59003,145.228409,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
174,2013,11,10,Queensland,-19.05565,146.17725,4816,QLD,Paluma,"Paluma, 4816, QLD"
175,1994,7,28,Queensland,-26.740072,152.959395,4553,QLD,Mooloolah Valley,"Mooloolah Valley, 4553, QLD"
176,1998,11,28,Queensland,-25.365273,152.384139,4650,QLD,Duckinwilla,"Duckinwilla, 4650, QLD"
177,2006,11,1,Queensland,-21.766041,147.922368,4744,QLD,Moranbah,"Moranbah, 4744, QLD"
178,1994,7,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
179,1983,11,1,Queensland,-21.103056,148.9475,4741,QLD,Hampden,"Hampden, 4741, QLD"
180,1991,3,18,Queensland,-26.83952,152.533846,4515,QLD,Jimna,"Jimna, 4515, QLD"
181,2007,1,31,Queensland,-16.507181,145.16133,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
182,1994,5,1,Queensland,-27.456741,152.542741,4311,QLD,Rifle Range,"Rifle Range, 4311, QLD"
183,1994,5,26,Queensland,-13.764655,143.333618,4892,QLD,Coen,"Coen, 4892, QLD"
184,1994,4,9,Queensland,-19.370396,146.886658,4816,QLD,Julago,"Julago, 4816, QLD"
185,1956,1,1,Queensland,-20.215,146.501111,4820,QLD,Seventy Mile,"Seventy Mile, 4820, QLD"
186,2002,1,1,Queensland,-27.52551,152.597702,4306,QLD,Lark Hill,"Lark Hill, 4306, QLD"
187,1995,9,23,Queensland,-26.551377,151.28636,4410,QLD,Diamondy,"Diamondy, 4410, QLD"
188,1974,1,1,Queensland,-25.615,152.534444,4650,QLD,Yerra,"Yerra, 4650, QLD"
189,2010,5,22,Queensland,-22.098544,143.920119,4733,QLD,Corfield,"Corfield, 4733, QLD"
190,1974,1,1,Queensland,-27.348333,153.059444,4034,QLD,Boondall,"Boondall, 4034, QLD"
191,1982,9,1,Queensland,-27.478127,152.929401,4066,QLD,Mount Coot-tha,"Mount Coot-tha, 4066, QLD"
192,1993,6,1,Queensland,-27.373405,152.9594,4055,QLD,Bunya,"Bunya, 4055, QLD"
193,2009,1,1,Queensland,-18.141389,144.645,4871,QLD,Mount Surprise,"Mount Surprise, 4871, QLD"
194,2000,1,2,Queensland,-24.578333,152.062778,4670,QLD,Mullett Creek,"Mullett Creek, 4670, QLD"
195,1939,1,1,Queensland,-25.031667,152.217778,4670,QLD,Elliott,"Elliott, 4670, QLD"
196,1991,2,1,Queensland,-19.327626,146.759416,4814,QLD,Douglas,"Douglas, 4814, QLD"
197,1974,1,1,Queensland,-25.581667,151.301111,4626,QLD,Mundubbera,"Mundubbera, 4626, QLD"
198,1993,1,5,Queensland,-27.323404,153.026065,4017,QLD,Bracken Ridge,"Bracken Ridge, 4017, QLD"
199,1994,1,20,Queensland,-27.623404,152.909403,4300,QLD,Camira,"Camira, 4300, QLD"
200,1993,1,1,Queensland,-27.456737,153.076065,4170,QLD,Morningside,"Morningside, 4170, QLD"
201,1993,8,24,Queensland,-27.47341,152.209413,4344,QLD,Seventeen Mile,"Seventeen Mile, 4344, QLD"
202,1993,8,28,Queensland,-26.923405,152.976063,4518,QLD,Glass House Mountains,"Glass House Mountains, 4518, QLD"
203,2013,5,8,Queensland,-13.961601,143.209634,4892,QLD,Coen,"Coen, 4892, QLD"
204,2000,7,1,Queensland,-21.299722,149.269167,4740,QLD,Hay Point,"Hay Point, 4740, QLD"
205,1997,2,23,Queensland,-24.579746,151.535778,4676,QLD,Gindoran,"Gindoran, 4676, QLD"
206,2014,4,19,Queensland,-21.41967,144.99582,4816,QLD,Torrens Creek,"Torrens Creek, 4816, QLD"
207,1996,10,13,Queensland,-27.914221,153.173833,4272,QLD,Tamborine Mountain,"Tamborine Mountain, 4272, QLD"
208,2017,11,15,Queensland,-18.664278,138.561439,4825,QLD,Lawn Hill,"Lawn Hill, 4825, QLD"
209,2015,8,30,Queensland,-13.42332,142.49226,4892,QLD,Archer River,"Archer River, 4892, QLD"
210,2006,3,22,Queensland,-20.467285,147.294477,4804,QLD,Mount Wyatt,"Mount Wyatt, 4804, QLD"
211,1993,12,28,Queensland,-27.273406,152.859401,4520,QLD,Samsonvale,"Samsonvale, 4520, QLD"
212,1993,3,13,Queensland,-26.690076,152.592733,4574,QLD,Kenilworth,"Kenilworth, 4574, QLD"
213,2016,10,27,Queensland,-13.427637,142.592984,4892,QLD,Coen,"Coen, 4892, QLD"
214,1997,6,30,Queensland,-24.96354,151.515518,4630,QLD,Yarrol,"Yarrol, 4630, QLD"
215,1998,7,6,Queensland,-25.11508,152.534386,4660,QLD,Woodgate,"Woodgate, 4660, QLD"
216,2001,5,1,Queensland,-23.992559,151.211595,4680,QLD,Calliope,"Calliope, 4680, QLD"
217,2012,5,2,Queensland,-19.16909,145.92289,4816,QLD,Paluma,"Paluma, 4816, QLD"
218,2002,12,10,Queensland,-28.173028,153.076863,4285,QLD,Kerry,"Kerry, 4285, QLD"
219,1969,1,1,Queensland,-20.206667,148.367778,4805,QLD,Bowen,"Bowen, 4805, QLD"
220,1993,4,11,Queensland,-27.544722,151.973889,4350,QLD,Mount Lofty,"Mount Lofty, 4350, QLD"
221,1993,9,15,Queensland,-26.556745,152.242737,4314,QLD,Mount Stanley,"Mount Stanley, 4314, QLD"
222,1994,6,12,Queensland,-27.223405,152.992732,4503,QLD,Dakabin,"Dakabin, 4503, QLD"
223,1994,1,31,Queensland,-26.55674,152.842728,4574,QLD,Gheerulla,"Gheerulla, 4574, QLD"
224,2001,1,11,Queensland,-26.970551,152.682648,4514,QLD,Neurum,"Neurum, 4514, QLD"
225,2012,2,9,Queensland,-17.37373,145.37755,4887,QLD,Moomin,"Moomin, 4887, QLD"
226,1974,1,1,Queensland,-17.998333,145.934444,4854,QLD,Euramo,"Euramo, 4854, QLD"
227,2000,4,2,Queensland,-24.880025,150.065924,4719,QLD,Lonesome Creek,"Lonesome Creek, 4719, QLD"
228,2021,2,18,Queensland,-25.5622,152.6757,4650,QLD,Tinana,"Tinana, 4650, QLD"
229,2001,1,23,Queensland,-17.671389,141.126667,4890,QLD,Normanton,"Normanton, 4890, QLD"
230,1981,1,1,Queensland,-27.531738,152.80107,4306,QLD,Mount Crosby,"Mount Crosby, 4306, QLD"
231,1997,4,3,Queensland,-26.703487,152.684699,4552,QLD,Conondale,"Conondale, 4552, QLD"
232,2005,11,23,Queensland,-24.463093,150.906533,4715,QLD,Valentine Plains,"Valentine Plains, 4715, QLD"
233,2003,3,20,Queensland,-19.223056,140.3575,4824,QLD,Four Ways,"Four Ways, 4824, QLD"
234,2001,5,23,Queensland,-19.573496,140.073396,4824,QLD,Three Rivers,"Three Rivers, 4824, QLD"
235,1973,1,1,Queensland,-22.348333,140.684444,4823,QLD,Warburton,"Warburton, 4823, QLD"
236,2008,4,14,Queensland,-16.531587,145.017486,4871,QLD,Mount Carbine,"Mount Carbine, 4871, QLD"
237,1977,1,1,Queensland,-26.431667,150.501111,4413,QLD,Barakula,"Barakula, 4413, QLD"
238,2013,8,16,Queensland,-13.42264,142.56872,4892,QLD,Archer River,"Archer River, 4892, QLD"
239,1993,7,15,Queensland,-12.633161,143.411114,4892,QLD,Iron Range,"Iron Range, 4892, QLD"
240,2000,1,6,Queensland,-25.273611,151.883056,4671,QLD,Good Night,"Good Night, 4671, QLD"
241,2005,11,2,Queensland,-19.33734,146.67199,4815,QLD,Gumlow,"Gumlow, 4815, QLD"
242,1983,10,1,Queensland,-19.398453,146.684439,4815,QLD,Pinnacles,"Pinnacles, 4815, QLD"
243,1997,6,30,Queensland,-25.363265,152.386613,4650,QLD,Duckinwilla,"Duckinwilla, 4650, QLD"
244,2007,4,16,Queensland,-19.073506,146.032253,4816,QLD,Paluma,"Paluma, 4816, QLD"
245,1993,12,7,Queensland,-27.806736,153.076068,4207,QLD,Logan Village,"Logan Village, 4207, QLD"
246,1997,4,17,Queensland,-23.6151,148.559436,4702,QLD,Comet,"Comet, 4702, QLD"
247,1993,10,20,Queensland,-12.633161,143.411114,4892,QLD,Iron Range,"Iron Range, 4892, QLD"
248,1974,1,1,Queensland,-27.448333,153.126111,4174,QLD,Hemmant,"Hemmant, 4174, QLD"
249,1993,5,19,Queensland,-27.823401,153.326064,4209,QLD,Pimpama,"Pimpama, 4209, QLD"
250,1997,4,23,Queensland,-23.92343,148.517774,4702,QLD,Togara,"Togara, 4702, QLD"
251,1994,4,1,Queensland,-20.393333,148.424722,4800,QLD,Dittmer,"Dittmer, 4800, QLD"
252,2005,1,7,Queensland,-26.91472,152.760849,4514,QLD,Woodford,"Woodford, 4514, QLD"
253,1994,5,10,Queensland,-27.590071,152.942735,4077,QLD,Richlands,"Richlands, 4077, QLD"
254,2002,9,1,Queensland,-18.4793,138.109422,4825,QLD,Lawn Hill,"Lawn Hill, 4825, QLD"
